title,author,date,topic,classified_content
How does frequency regulation help avoid Blackouts?,Bruce Miller,05-12-2017 12:51:00 PM,Energy Transition,"The summary of the news ""How does frequency regulation help avoid Blackouts?"" posted at 05-12-2017 12:51:00 PM is: The article delves into the significance of frequency regulation in preventing power system blackouts, taking cues from the South Australia blackout incident. It highlights the systemic flaws in the regulation Frequency Control Ancillary Services (FCAS) markets, where units within South Australia were not participating, causing an over-reliance on external regions to manage frequency. This absence of participation and inappropriate dispatch strategies led to insufficient headroom on the Heywood Interconnector, making the system vulnerable to failure. The article urges the division of regulation FCAS between regions and the introduction of tie line control at weak system points to improve grid stability.; Its relevance level is: Level 2 (Relevant). Its category is: Grid frequency issues. Timeframe of the event impact on the electricity_market is: Immediate during the blackout period with potential ongoing impacts on market design. Its root_cause is: Insufficient regional participation in regulation FCAS and inappropriate dispatch strategies. Its accident scale is: Statewide blackout in South Australia. Its dates are: 05-12-2017. Its affected region is: South Australia. Its affected key users are: General populace and industries dependent on reliable power supply. Its cause type is: Systemic regulation and dispatch market design issues. Its causes are: Non-participation of South Australian units in regulation FCAS, over-reliance on inter-region frequency management, inadequate interconnector headroom, and wide frequency range tolerances."
The first stage of the Kidston Energy Park powers up,Paul McArdle,04-12-2017 10:35:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""The first stage of the Kidston Energy Park powers up"" posted at 04-12-2017 10:35:00 AM is: The first stage of Genex Power's Kidston Energy Park in northern Queensland began generating electricity, contributing to the National Electricity Market (NEM) with an initial 50MW PV array. As the largest solar power plant in Queensland at the time, this development marks a significant step forward in renewable energy. The project is set to expand further by 2021 with an additional 270MW of solar PV and a 2000MWh pumped hydro energy storage capacity, highlighting ongoing developments in renewable energy infrastructure within the region. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Long-term impact starting from December 2017. Its root_cause is: Expansion of renewable energy capacity. Its accident scale is: Unknown. Its dates are: 04-12-2017. Its affected region is: Northern Queensland. Its affected key users are: Unknown. Its cause type is: Planned infrastructure development. Its causes are: Introduction of 50MW solar PV array and future expansion plans including additional solar capacity and pumped hydro storage."
Unfortunately no time for a “Best Peak Demand Forecaster” competition for summer 2017-18,Paul McArdle,03-12-2017 03:57:00 PM,Who's the best demand forecaster in the NEM?,"The summary of the news ""Unfortunately no time for a “Best Peak Demand Forecaster” competition for summer 2017-18"" posted at 03-12-2017 03:57:00 PM is: The article discusses the inability to host the ""Best Peak Demand Forecaster"" competition for the summer of 2017-18 due to time constraints amidst the critical period of energy transition and demand changes in the electricity market. The news highlights the evolving nature of demand measurement and infrastructure development in the National Electricity Market (NEM), which requires a new focus if the competition is revived in the future. To aid understanding of demand trends, the company has developed free widgets enabling public access to energy consumption data influenced by climate. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Focus on energy transition and complexity of demand forecasting. Its accident scale is: Unknown. Its dates are: 03-12-2017. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Operational change. Its causes are: Shift in demand dynamics, focus on energy transition, time constraints for competition."
"Hornsdale Power Reserve (a.k.a. “the worlds biggest battery”) supplied SA for over an hour yesterday, peaking at 71 MW discharge",Carol Hunter,01-12-2017 04:30:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Hornsdale Power Reserve (a.k.a. “the worlds biggest battery”) supplied SA for over an hour yesterday, peaking at 71 MW discharge"" posted at 01-12-2017 04:30:00 PM is: The Hornsdale Power Reserve, known as the world's largest battery, effectively supplied South Australia by discharging at a peak rate of 71 MW for over an hour on November 30, 2017. This action was part of the testing phase leading up to its official operation starting December 1, 2017; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: Testing phase of a new large-scale battery. Its accident scale is: Unknown. Its dates are: November 30, 2017. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Operational event. Its causes are: Testing discharge of the Hornsdale Power Reserve, discharge at a peak of 71 MW."
Not quite summer and volatility returns to Victoria and South Australia,Carol Hunter,01-12-2017 01:03:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Not quite summer and volatility returns to Victoria and South Australia"" posted at 01-12-2017 01:03:00 PM is: The Australian Energy Market Operator (AEMO) reported challenges in electricity reserves for Victoria and South Australia due to higher temperatures and a line trip caused by lightning, leading to an Actual Lack of Reserve (LOR1) declaration in Victoria. This event, combined with limited interconnector flow, resulted in increased electricity prices in both regions during the late afternoon of November 29th, 2017. Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate but potentially ongoing throughout summer. Its root_cause is: Lightning-induced line trips and high temperatures. Its accident scale is: Regional. Its dates are: 01-12-2017. Its affected region is: Victoria and South Australia. Its affected key users are: Electricity consumers in Victoria and South Australia. Its cause type is: Natural and operational disturbances. Its causes are: Lightning strikes leading to line trips, high temperatures, and limited interconnector flow."
AEMC released Final Determination on Five Minute Settlement on 28th November 2017,Paul McArdle,28-11-2017 06:00:00 PM,2021-10-01 Five Minute Settlement,"The summary of the news ""AEMC released Final Determination on Five Minute Settlement on 28th November 2017"" posted at 28-11-2017 06:00:00 PM is: The Australian Energy Market Commission (AEMC) released a Final Determination on the implementation of Five Minute Settlement in the National Electricity Market (NEM), which is a significant rule change aimed at aligning trading intervals to five minutes to improve market efficiency. This decision marks a transitional period set to be fully implemented by 1 July 2021 but was later delayed to 1 October 2021. The change necessitates updated metering infrastructure and information technology systems for NEM participants, with various new and existing meters required to record five-minute data. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: A regulatory decision to improve market alignment and efficiency. Its accident scale is: Unknown. Its dates are: 28-11-2017 (announcement), 01-07-2021 (initial implementation date), 01-10-2021 (actual implementation date). Its affected region is: Australian National Electricity Market (NEM). Its affected key users are: NEM participants, Market Generators, Small Generation Aggregators. Its cause type is: Regulatory change. Its causes are: Implementation of Five Minute Settlement rule, alignment of trading intervals to five minutes, requirement for updated metering infrastructure and IT systems."
It’s complete baloney to claim that there’s “less than 1%” of peak demand in the NEM that is currently providing Demand Response,Paul McArdle,25-11-2017 11:26:00 PM,Energy Transition,"The summary of the news ""It’s complete baloney to claim that there’s “less than 1%” of peak demand in the NEM that is currently providing Demand Response"" posted at 25-11-2017 11:26:00 PM is: The article criticizes a misleading claim in EcoGeneration that ""less than 1%"" of peak demand in the National Electricity Market (NEM) in Australia engages in demand response. The writer disputes this, referring to various sources including the Australia Institute and the Oakley Greenwood report, revealing disconnections and errors in the reported figures. They argue that the figure stems from a limited survey, not reflecting the actual broader scope of demand response in the NEM. The underlying causes of such understatements are also explored, including market differences and commercial reticence. This misrepresentation could potentially impact perceptions of the electricity market's stability and effectiveness. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Ongoing until misconceptions are addressed. Its root cause is: Misreporting and misunderstanding of data regarding demand response. Its accident scale is: Unknown. Its dates are: 25-11-2017. Its affected region is: National Electricity Market (NEM) in Australia. Its affected key users are: Energy consumers and policymakers relying on accurate demand response data. Its cause type is: Data misinterpretation and reporting errors. Its causes are: Sloppy journalism, misunderstanding of demand response versus demand management, and reliance on limited survey data."
"If you increase your consumption of energy at a time when average emissions intensity is low, you’re not necessarily doing a good thing for the environment",Paul McArdle,25-11-2017 05:23:00 PM,Energy Transition,"The summary of the news ""If you increase your consumption of energy at a time when average emissions intensity is low, you’re not necessarily doing a good thing for the environment"" posted at 25-11-2017 05:23:00 PM is: The article discusses the importance of focusing on the emissions intensity of marginal generation rather than average emissions when deciding the timing of energy consumption. It highlights the common misconception of relying on average metrics, emphasizing that decisions should be based on the emissions intensity of the additional electricity that would be consumed. The piece critiques Oliver Corradi's suggestions in the CITIES project, which advocates for adjusting consumption based on average emissions intensity, and argues for a more nuanced approach to reducing emissions by focusing on marginal generation. The article also underlines the significance of improving energy literacy to tackle the challenges of energy transition effectively; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Long-term. Its root cause is: Misconceptions in energy consumption metrics. Its accident scale is: Unknown. Its dates is: 25-11-2017. Its affected region is: Global (general context of energy consumption and emissions). Its affected key users is: General consumers and energy policymakers. Its cause type is: Conceptual misunderstanding. Its causes is: Misinterpretations of average versus marginal emissions intensity, focus on average emissions rather than marginal emissions."
"Hornsdale Power Reserve (a.k.a. “the world’s biggest battery”) begins to charge, and also discharges for the first time on Saturday",Paul McArdle,25-11-2017 12:29:00 PM,Spring 2017 in the NEM,"The summary of the news ""Hornsdale Power Reserve (a.k.a. “the world’s biggest battery”) begins to charge, and also discharges for the first time on Saturday"" posted at 25-11-2017 12:29:00 PM is: On November 25, 2017, the Hornsdale Power Reserve, known as the world's largest battery and operated by Tesla and Neoen, began its first significant charging and discharging operations. This event marked an important milestone as the battery charged at a rate of about 30MW and discharged for just over an hour at a similar rate later in the day. This development comes shortly before the end of its 100-day construction deadline, attracting attention from the energy sector. Visualization updates for monitoring the battery's activity are being shared with stakeholders.; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity market is: Immediate and potentially ongoing as the battery is now operational. Its root cause is: The commissioning and testing phase of the Hornsdale Power Reserve. Its accident scale is: Unknown. Its dates are: 25-11-2017. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Commissioning/testing of new infrastructure. Its causes are: Commissioning and operational testing of the battery system."
Some simple calculations to help get my head around the scale of the numbers pertaining to Battery Storage,Paul McArdle,24-11-2017 12:45:00 PM,Energy Transition,"The summary of the news ""Some simple calculations to help get my head around the scale of the numbers pertaining to Battery Storage"" posted at 24-11-2017 12:45:00 PM is: The article discusses the challenges of scaling battery storage to manage daily variability in solar energy production in Australia’s National Electricity Market (NEM). The author uses hypothetical calculations to estimate that approximately 67,728 MWh of storage would be needed to balance daily solar output fluctuations, which would require the equivalent of three Tesla Powerwall 2 batteries per household for over 1.5 million installations. The article emphasizes the absence of real historical data on large-scale battery storage, underscoring the need for careful planning in the energy transition. It also highlights the significance of upcoming projects like the Hornsdale Power Reserve in informing future storage strategies.; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Long-term as it pertains to future energy transition strategies. Its root_cause is: The need to integrate battery storage to manage solar energy production variability. Its accident scale is: Unknown. Its dates is: 24-11-2017. Its affected region is: Australia. Its affected key users is: Potentially residential solar PV users. Its cause type is: Hypothetical scenario estimation. Its causes is: Challenges in estimating required battery storage capacity to manage solar output variability, lack of historical data guiding current storage initiatives, and ongoing energy transition efforts."
"Following up, with a top-down (NEM-wide) look at daily solar production (small and large) through 2017",Paul McArdle,20-11-2017 07:07:00 AM,Energy Transition,"The summary of the news ""Following up, with a top-down (NEM-wide) look at daily solar production (small and large) through 2017"" posted at 20-11-2017 07:07:00 AM is: The article explores the variability and trends in solar power production across the National Electricity Market (NEM) throughout 2017, with a focus on the impact of weather conditions, seasonal variations, and systemic challenges resulting from increased solar PV penetration. It notes significant fluctuations in daily output and emphasizes the need for strategic approaches to address these challenges, such as improving the visibility and measurement of small-scale solar contributions, leveraging geographical diversity, demand response, battery storage, and revisiting the ""baseload"" concept. The analysis covers an extended time period and presents insights into the implications for both micro-level (residential) and macro-level (grid-wide) solar production dynamics. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Timeframe of the event impact on the electricity_market is: Long-term. Root cause is: Variability in solar production due to weather and growth in solar penetration. Accident scale is: Unknown. Dates are: 1st January 2017 to end of 2017, with specific notes on low output days on 19th May 2017 and several days in October 2017. Affected region is: National Electricity Market (NEM) in Australia. Affected key users are: Energy consumers and industry stakeholders managing energy supply and demand. Cause type is: Natural and systemic. Causes are: Seasonal variations, weather conditions, increases in solar PV installations, and systemic challenges in energy supply and grid management."
What’s the market data saying about this Summer?,Allan O'Neil,16-11-2017 11:33:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""What’s the market data saying about this Summer?"" posted at 16-11-2017 11:33:00 AM is: The article discusses the challenges facing the National Electricity Market (NEM) in Australia during the summer of 2017-18, highlighting concerns about a tight supply-demand balance. It follows multiple contributing factors, including the retirement of Hazelwood, load shedding incidents in South Australia and New South Wales, and government initiatives like the SA Energy Plan. The report uses NEM data to analyze past and forward-looking price indicators such as ASX-traded cap futures, identifying a pattern of rising price volatility expectations for Q1 2018 in Victoria and South Australia, driven by potential system demands and shortfalls in system reserves through AEMO's PASA assessments. These reinforce concerns about electricity supply adequacy under extreme conditions as summer approaches. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Over the summer months of 2017-18. Its root_cause is: Anticipated demand peaks and potential supply shortfalls, compounded by past load shedding events and retiring generation capacity. Its accident scale is: Unknown. Its dates are: 16-11-2017. Its affected region is: Southern NEM states, notably South Australia and Victoria. Its affected key users are: Electricity consumers and industries dependent on stable electricity supply in affected regions. Its cause type is: Market and supply-demand balance issues. Its causes are: Tight supply-demand balance, historical load shedding, generator retirement (Hazelwood), high expectations of price volatility in summer 2017-18, system reserve shortfalls indicated by PASA assessments."
Some initial musings about my own Rooftop Solar Learning Exercise,Paul McArdle,07-11-2017 01:34:00 PM,Personal experiences with Distributed Energy Resources,"The summary of the news ""Some initial musings about my own Rooftop Solar Learning Exercise"" posted at 07-11-2017 01:34:00 PM is: The article discusses personal experiences and observations from the installation and use of residential solar PV systems, particularly focusing on data management and the challenges associated with distributed energy resources. It underscores the importance of data integrity in the electricity sector and highlights the diverse motivations and experiences of solar users. The narrative also reflects on various stakeholders involved in solar energy management and operational complexities, data privacy concerns, and the potential unintended consequences of increased rooftop solar adoption. Key takeaways include the need for tailored energy solutions, consideration of customer diversity, and an emphasis on energy literacy. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Transition to renewable energy and adoption of solar PV. Its accident scale is: Unknown. Its dates are: 07-11-2017 01:34:00 PM. Its affected region is: Brisbane, Australia. Its affected key users are: Residential solar PV owners/users. Its cause type is: Technological/Operational. Its causes are: Increasing adoption of rooftop solar PV, data management issues, and operational challenges with distributed energy systems."
Analytical Challenge – avoiding Recency Bias,Paul McArdle,07-11-2017 01:26:00 PM,A collection of some core analytical challenges,"The summary of the news ""Analytical Challenge – avoiding Recency Bias"" posted at 07-11-2017 01:26:00 PM is: The article discusses the tendency to overemphasize recent data while analyzing residential solar PV output, thereby neglecting the broader historical perspective essential for understanding performance changes over time; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Unknown. Its root cause is: Overemphasis on recent data. Its accident scale is: Unknown. Its dates are: 07-11-2017. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Analytical error. Its causes are: Recency bias in data analysis."
"The two, SA Government-owned, “Emergency Generators” produce first power whilst commissioning",Paul McArdle,27-10-2017 03:46:00 PM,Spring 2017 in the NEM,"The summary of the news ""The two, SA Government-owned, “Emergency Generators” produce first power whilst commissioning"" posted at 27-10-2017 03:46:00 PM is: The two South Australian Government-owned emergency generators have begun producing their first power as part of the commissioning process. These generators are expected to operate infrequently once the commissioning phase is completed; Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Short-term during the commissioning phase. Its root_cause is: Integration of emergency backup power infrastructure into the grid. Its accident scale is: Unknown. Its dates are: 27-10-2017. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Infrastructure commissioning. Its causes are: Commissioning of new government-owned emergency power generators."
