title,author,date,topic,classified_content
NEM Wrapped 2025: What you might have missed on WattClarity this year,Dan Lee,23-12-2025 03:55:00 PM,About WattClarity,"The summary of the news ""NEM Wrapped 2025: What you might have missed on WattClarity this year"" posted at 23-12-2025 03:55:00 PM is: This article provides a comprehensive year-end review of key events and developments in Australia's National Electricity Market (NEM) during 2025, as documented on the WattClarity blog. It covers extreme weather events (heatwaves, flooding, ex-Tropical Cyclone Alfred, hailstorms, a bomb cyclone), generator and equipment failures (Callide C3 clinker incident, Bulgana wind turbine fire, Waratah BESS transformer failure, Wellington North Solar Farm grass fire), grid instability (transmission faults from dust and salt, frequency fluctuations from a data glitch), and market reactions (record demand, price spikes exceeding $15,000/MWh, tight supply conditions). Policy developments (nuclear debate, Nelson Review, Capacity Investment Scheme) and operational changes (Frequency Performance Payments) also feature. The year saw significant volatility and reliability challenges across multiple regions.; Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of event impact on electricity_market is: Throughout 2025, with specific events from January to December. Its root_cause is: Combination of extreme weather events and generator/equipment failures. Its accident scale is: Multiple incidents affecting tens to hundreds of thousands of customers (e.g., 140,000 in NSW, 161,000 in QLD) and causing extended outages and market disruptions. Its dates is: Various dates in 2025, including Jan 15, Feb 3, Mar 8, Mar 15, Apr 28, May 26, May 28, Jun 12, Jul 1, Aug 19, Nov 7, Nov 26, Dec 6, and others. Its affected region is: NEM regions of New South Wales, Queensland, South Australia, Victoria, and others. Its affected key users is: Residential customers, commercial and industrial users, electricity market participants (generators, retailers), and grid operators. Its cause type is: Natural disasters (weather) and technical/operational failures. Its causes is: Heatwaves driving high demand; heavy rainfall flooding substation; ex-Tropical Cyclone Alfred causing widespread outages; transmission faults from dust and salt; clinker incident at Callide C3; wind turbine fire at Bulgana; grass fire at Wellington North Solar Farm; hailstorms in South East Queensland; bomb cyclone in NSW; data glitch from self-forecast software; transformer failure at Waratah BESS; prolonged cold, still, cloudy weather driving price spikes."
Queensland’s overnight *minimum* ‘Market Demand’ was the *highest* ever!,Paul McArdle,23-12-2025 03:49:00 PM,2025-12-22,"The summary of the news ""Queensland’s overnight *minimum* ‘Market Demand’ was the *highest* ever!"" posted at 23-12-2025 03:49:00 PM is: A severe heatwave in Queensland, with apparent temperatures at Brisbane airport remaining above 27°C overnight and climbing to 30°C by early morning on 22 December 2025, drove the minimum 'Market Demand' to a record 6,748 MW at 05:00 NEM time, likely the highest overnight low since the National Electricity Market began. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Immediate (overnight of 22-23 December 2025). Its root_cause is: Sustained high overnight temperatures increasing cooling demand. Its accident scale is: Unknown (no accident reported). Its dates is: 22-12-2025. Its affected region is: Queensland (primarily Brisbane). Its affected key users is: Residential and commercial electricity consumers. Its cause type is: Natural (heatwave). Its causes (a summarized list of cause events) is: 1) High apparent temperatures persisting overnight; 2) Increased air conditioning usage; 3) Resulting in record high minimum demand."
The ‘Gas Market Review Report’ released on 22nd December 2025,Paul McArdle,22-12-2025 11:15:00 AM,2025-12-22,"The summary of the news ""The ‘Gas Market Review Report’ released on 22nd December 2025"" posted at 22-12-2025 11:15:00 AM is: The Australian Federal Government released its Gas Market Review Report on 22 December 2025, announcing a scheme requiring LNG exporters to reserve 15–25% of production for the domestic market, with the exact proportion to be determined after consultation. The scheme, intended to commence in 2027, aims to increase domestic supply, drive down prices, and respect existing contracts while providing long-term certainty for investment and minimising impacts on trade partners. Its relevance level is: Level 1 (Most Relevant). Its category is: fuel supply issues (gas). Its Timeframe of the event impact on the electricity_market is: from 2027 onward (long-term). Its root_cause is: insufficient domestic gas supply leading to high prices and affordability concerns. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 22-12-2025. Its affected region is: Australia (national scope). Its affected key users is: Australian homes, businesses (especially commercial and industrial users), gas infrastructure providers. Its cause type is: Policy/regulatory. Its causes (a summarized list of cause events) is: Government decision to mandate a gas reservation scheme for domestic market."
A +460MW jump in NSW demand to 13:10 on Saturday 20th December 2025,Paul McArdle,21-12-2025 04:53:00 PM,2025-12-20,"The summary of the news ""A +460MW jump in NSW demand to 13:10 on Saturday 20th December 2025"" posted at 21-12-2025 04:53:00 PM is: A sudden +460MW increase in market demand occurred in New South Wales at 13:10 on 20 December 2025, coinciding with a drop in large solar output and likely rooftop PV, indicating a rapid net-demand shift due to solar variability. Its relevance level is: Level 1. Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: short-term (minutes to hours). Its root_cause is: drop in solar generation. Its accident scale is: +460MW demand jump. Its dates (if different from the main date) is: 20-12-2025. Its affected region is: New South Wales, Australia. Its affected key users is: electricity consumers in NSW. Its cause type is: renewable variability. Its causes (a summarized list of cause events) is: drop in large solar output; possible drop in rooftop PV."
"Frequency wandering south, on Sunday afternoon 21st December 2025",Paul McArdle,21-12-2025 03:51:00 PM,2025-12-21,"The summary of the news ""Frequency wandering south, on Sunday afternoon 21st December 2025"" posted at 21-12-2025 03:51:00 PM is: The article reports a frequency wandering event on Sunday afternoon 21 December 2025, caused by variable renewable energy (VRE)-induced frequency weakness. Though remaining within the normal operating frequency band (NOFB), the event highlights a growing pattern of instability, prompting questions about the sustainability of the Semi-Scheduled generation category and the need for additional Regulation FCAS. It references AEMO's acknowledgment of the challenge and the recently released Nelson Review. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: Short-term (hours) for the specific event, but with ongoing systemic implications. Its root_cause is: High penetration of variable renewable energy (VRE) leading to insufficient system strength and regulation, exacerbated by semi-scheduled generation characteristics. Its accident scale is: Minor frequency event within normal operating band (NOFB). Its dates (if different from the main date; if the same, repeat the same date) is: 21-12-2025. Its affected region is: Australian National Electricity Market (NEM). Its affected key users is: All grid participants, including renewable generators, AEMO, and consumers reliant on frequency stability. Its cause type is: Technical/operational - renewable integration challenge. Its causes (a summarized list of cause events) is: 1) High variability and low inertia from VRE; 2) Inadequate regulation FCAS procurement; 3) Structural issues with the Semi-Scheduled classification."
Actual lack of reserve level 2 on Friday 19th December 2025 in NSW,Linton Corbet,19-12-2025 04:30:00 PM,2025-12-19,"The summary of the news ""Actual lack of reserve level 2 on Friday 19th December 2025 in NSW"" posted at 19-12-2025 04:30:00 PM is: On 19 December 2025 at 16:11, AEMO issued an Actual Lack of Reserve Level 2 (LOR2) notice for the NSW region, effective from 16:00 to 17:00, with a minimum reserve available of 664 MW against a required 700 MW capacity reserve. The condition was triggered because actual demand persisted higher than forecast, as the forecast overestimated the cooling effect of cooler temperatures, leaving insufficient generation reserves and prompting AEMO to seek an immediate market response. Its relevance level is: Level 1. Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: 19 December 2025, 16:00–17:00 (1 hour). Its root_cause is: Higher-than-forecasted electricity demand due to cooler temperatures not mitigating demand as expected. Its accident scale is: Regional (NSW) – LOR2 indicates a reserve shortfall of 36 MW below the required 700 MW. Its dates (if different from the main date; if the same, repeat the same date) is: 19-12-2025. Its affected region is: New South Wales (NSW), Australia. Its affected key users are: All electricity consumers in NSW and AEMO (market operator). Its cause type is: Operational/forecast error (demand underestimation). Its causes are: 1) Forecast demand overestimated the mitigating impact of cooler temperatures, leading to actual demand remaining higher than projected. 2) Insufficient generation or reserve capacity available to meet the unexpectedly high demand during the afternoon peak."
"… but then the cooler change arrived in NSW, on Friday afternoon 19th December 2025",Paul McArdle,19-12-2025 03:08:00 PM,2025-12-19,"The summary of the news ""… but then the cooler change arrived in NSW, on Friday afternoon 19th December 2025,"" posted at 19-12-2025 03:08:00 PM is: On Friday 19 December 2025, New South Wales (NSW) experienced a sharp drop in temperature around Sydney during the afternoon, which abruptly halted the previously rising electricity market demand that had exceeded 12,000 MW around 13:45. The cooler change relieved heat-driven consumption, causing demand growth to abate by 14:55.; Its relevance level is: Level 1 (Most Relevant).; Its category is: Extreme weather.; Its Timeframe of the event impact on the electricity_market is: Immediate, within the same afternoon (hours).; Its root_cause is: A cooler change (temperature drop) in and around Sydney.; Its accident scale is: Unknown.; Its dates is: 19-12-2025.; Its affected region is: New South Wales (NSW), Australia.; Its affected key users is: All electricity consumers in NSW (not further specified).; Its cause type is: Weather/natural.; Its causes is: 1. Sustained hot weather prior to the afternoon driving high demand; 2. A sudden cooler change reducing ambient temperature; 3. Consequent reduction in demand growth."
"NSW ‘Market Demand’ past 12,000MW … how high will it go (on Friday 19th December 2025)?",Paul McArdle,19-12-2025 01:53:00 PM,2025-12-19,"The summary of the news ""NSW ‘Market Demand’ past 12,000MW … how high will it go (on Friday 19th December 2025)?"" posted at 19-12-2025 01:53:00 PM is: The article reports that New South Wales (NSW) market demand exceeded 12,000 MW at 13:45 on 19 December 2025, surpassing earlier forecasts and continuing to climb, with comparisons to a similar demand event in Queensland in January 2024; the situation indicates a likely heatwave-driven surge. Its relevance level is: Level 1 (Most Relevant). Its category is: extreme weather. Its Timeframe of the event impact on the electricity_market is: Immediate (same day, ongoing). Its root_cause is: High ambient temperatures increasing cooling load. Its accident scale is: N/A (not an accident). Its dates (if different from the main date; if the same, repeat the same date) is: 19-12-2025. Its affected region is: New South Wales, Australia. Its affected key users is: All electricity consumers in NSW. Its cause type is: Weather-driven demand. Its causes (a summarized list of cause events) is: Heatwave conditions leading to widespread air-conditioning use; Forecast convergence showing demand outpacing predictions."
Was cloud cover the driver of the steep increase in ‘Market Demand’ at lunchtime in NSW on Friday 19th December 2025?,Paul McArdle,19-12-2025 12:57:00 PM,2025-12-19,"The summary of the news ""Was cloud cover the driver of the steep increase in ‘Market Demand’ at lunchtime in NSW on Friday 19th December 2025?"" posted at 19-12-2025 12:57:00 PM is: Unforeseen cloud cover is identified as a potential trigger for a steep increase in Market Demand in NSW during lunchtime on 19 December 2025, causing earlier-than-expected volatility as solar generation dropped and net demand rose sharply after 11:30 NEM time. Its relevance level is: Level 2. Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Short-term (minutes to hours). Its root_cause is: unforeseen cloud cover reducing solar generation. Its accident scale is: Unknown. Its dates is: 19-12-2025. Its affected region is: New South Wales (NSW), Australia. Its affected key users is: Electricity consumers in NSW (including households and businesses). Its cause type is: Weather (cloud cover). Its causes is: Unforeseen cloud cover, reduced solar output, increased net demand on the grid."
Lunchtime volatility in NSW on Friday 19th December 2025,Paul McArdle,19-12-2025 12:48:00 PM,2025-12-19,"The summary of the news ""Lunchtime volatility in NSW on Friday 19th December 2025"" posted at 19-12-2025 12:48:00 PM is: On Friday 19 December 2025, New South Wales experienced a sharp midday price spike above $1,000/MWh, driven by a steep escalation in market demand from the 11:30 dispatch interval. Interconnector flows were mostly stable, except for imports from Victoria into South Australia, indicating that the price surge was primarily a local demand-driven event rather than a supply or grid failure. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Immediate, with price volatility lasting for the lunchtime dispatch intervals on 19 December 2025. Its root_cause is: High market demand leading to a price spike above $1,000/MWh. Its accident scale is: Unknown (no accident reported). Its dates is: 19-12-2025. Its affected region is: New South Wales (NSW), Australia. Its affected key users is: Unknown (likely wholesale electricity buyers and end consumers in NSW). Its cause type is: Demand-driven. Its causes is: Steep increase in market demand."
Spot price elevated already Friday morning 19th December 2025 in a very hot NSW,Paul McArdle,19-12-2025 11:05:00 AM,2025-12-19,"The summary of the news ""Spot price elevated already Friday morning 19th December 2025 in a very hot NSW"" posted at 19-12-2025 11:05:00 AM is: A quick NEMwatch snapshot at 10:55 AM on 19 December 2025 shows elevated spot electricity prices in New South Wales due to extreme heat conditions. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Immediate (same day, morning of 19 December 2025). Its root_cause is: Extreme heat in NSW driving higher demand and likely supply constraints. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 19-12-2025. Its affected region is: New South Wales (NSW), Australia. Its affected key users is: Electricity consumers in NSW. Its cause type is: Weather-related (heatwave). Its causes (a summarized list of cause events) is: [High temperatures leading to increased electricity demand, Potential generation limitations or transmission constraints due to heat]."
"Violation of the ‘N>MPWW_94T_71’ constraint equation, on Friday 19th December 2025",Paul McArdle,19-12-2025 10:00:00 AM,2025-12-19,"The summary of the news ""Violation of the ‘N>MPWW_94T_71’ constraint equation, on Friday 19th December 2025"" posted at 19-12-2025 10:00:00 AM is: A constraint equation 'N>MPWW_94T_71' was violated during the 09:55 dispatch interval on Friday 19th December 2025 in the National Electricity Market (NEM). This constraint is part of the 'N-MPWW_ONE' constraint set, which the Australian Energy Market Operator (AEMO) had slated to be invoked until 15:00 that day. Additionally, a forecast violation of the 'N>NIL_998_18' constraint equation was also observed. The violations indicate ongoing network security issues requiring operational intervention. Its relevance level is: Level 1. Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: Immediate (within the day, 19 December 2025, 09:55 to 15:00). Its root_cause is: Unknown (likely enforcement of network constraints by AEMO to manage system security). Its accident scale is: Unknown. Its dates is: 19-12-2025. Its affected region is: National Electricity Market (NEM). Its affected key users is: Unknown. Its cause type is: Operational / Network constraint violation. Its causes is: Violation of constraint equation N>MPWW_94T_71; forecast violation of constraint equation N>NIL_998_18."
"Bayswater unit 2 returning to service, albeit later than expected, on Friday 19th December 2025",Paul McArdle,19-12-2025 08:20:00 AM,2025-12-18,"The summary of the news ""Bayswater unit 2 returning to service, albeit later than expected, on Friday 19th December 2025"" posted at 19-12-2025 08:20:00 AM is: Bayswater Unit 2 in New South Wales is returning to service on the morning of 19 December 2025, later than originally expected. This means the unit was unavailable during the evening volatility on 18 December 2025, but is expected to be fully online by the evening of 19 December to help manage forecast volatility. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: The unit's absence affected the market on 18 December 2025, and its return will affect the market on 19 December 2025. Its root_cause is: Unknown (the article does not specify why the unit was offline or why it returned later than expected). Its accident scale is: Single unit outage and return at Bayswater power station. Its dates is: 19-12-2025 (event date same as news post date). Its affected region is: New South Wales (NSW), Australia. Its affected key users is: Unknown (likely wholesale electricity market participants). Its cause type is: Unavailability (outage) of a coal-fired generator. Its causes is: 1) Unit 2 at Bayswater was offline prior to 19 December 2025. 2) Its return to service was delayed beyond the initially expected time."
Looking ahead to Friday afternoon/evening 19th December 2025 in NSW,Paul McArdle,19-12-2025 08:01:00 AM,2025-12-19,"The summary of the news ""Looking ahead to Friday afternoon/evening 19th December 2025 in NSW"" posted at 19-12-2025 08:01:00 AM is: The article recaps Thursday evening's moderate price volatility and tight supply-demand balance, then highlights forecast LOR2 conditions for Friday afternoon/evening and Sunday 21st December 2025 in NSW, indicating potential system security risks due to a tight supply-demand balance. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: Friday afternoon/evening 19th December 2025 and Sunday 21st December 2025. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates are: 19-12-2025 and 21-12-2025. Its affected region is: NSW. Its affected key users is: Unknown. Its cause type is: Unknown. Its causes is: Unknown."
"That’s a wrap, on Thursday evening 18th December 2025",Paul McArdle,18-12-2025 07:39:00 PM,2025-12-18,"The summary of the news ""That’s a wrap, on Thursday evening 18th December 2025"" posted at 18-12-2025 07:39:00 PM is: The NEMwatch snapshot at 19:35 on 18 December 2025 reports no load shedding (LOR3) but a LOR2 condition (lack of reserve level 2) until 19:15, indicating tight supply-demand balance. Reserve Trader negotiations began but no contracts were made or dispatched. Some price volatility occurred but was less extreme than earlier forecasts. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: 18 December 2025, evening hours. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates is: 18-12-2025. Its affected region is: National Electricity Market (NEM) in Australia. Its affected key users is: Unknown. Its cause type is: Unknown. Its causes is: Unknown."
