title,author,date,topic,classified_content
Price Caps to be implemented on Gas and Coal (perhaps?) … with impacts to be felt in the NEM,Paul McArdle,13-12-2022 09:59:00 PM,2022 Energy Crisis,"The summary of the news ""Price Caps to be implemented on Gas and Coal (perhaps?) … with impacts to be felt in the NEM"" posted at 13-12-2022 09:59:00 PM is: The article discusses the potential implementation of government-imposed price caps on domestic thermal coal and gas in Australia, with Federal legislation possibly being enacted as early as December 15, 2022. The initiative is part of an effort to intervene in the energy market and stabilize rising energy costs. A temporary one-year cap is proposed: $12/GJ for gas and $125/tonne for coal, alongside a mandatory Code of Conduct for the gas market. The intervention is a response to the ongoing 2022 Energy Crisis, aimed at providing relief for commercial and residential energy users suffering from increased costs. The article also reviews various media coverage and the reactions from industry organizations towards these proposed changes.; Its relevance level is: Level 2 (Relevant). Its category is: Fuel prices. Its timeframe of the event impact on the electricity_market is: One year, beginning potentially in late 2022 or early 2023. Its root_cause is: Rising energy costs due to the 2022 Energy Crisis and the need to stabilize the electricity market. Its accident scale is: Unknown. Its dates are: 13-12-2022, with consultation deadlines on 9th, 13th, and 15th December 2022, and February 7, 2023. Its affected region is: Australia, particularly in the National Electricity Market (NEM) regions. Its affected key users are: Commercial and residential energy users. Its cause type is: Government intervention in the energy market. Its causes are: High energy prices, government legislation, economic instability in the energy sector."
ACCC released its November 2022 update of the ‘Inquiry into the National Electricity Market’,Paul McArdle,13-12-2022 07:10:00 PM,2022 Energy Crisis,"The summary of the news ""ACCC released its November 2022 update of the ‘Inquiry into the National Electricity Market’"" posted at 13-12-2022 07:10:00 PM is: The Australian Competition and Consumer Commission (ACCC) has released its November 2022 report on the National Electricity Market, addressing the challenges posed by elevated wholesale electricity prices. The report highlights the exit of six electricity retailers since May 2022 and the pressures on smaller retailers due to increased hedging costs. The report contains recommendations to enhance market competition, including flexible default retail pricing and a mandatory code of conduct for energy price comparison sites. The ACCC stresses the importance of competitive markets for investments in a renewables-based grid; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Ongoing impact. Its root cause is: Elevated wholesale electricity prices. Its accident scale is: Unknown. Its dates are: 23-11-2022 (report date) and 08-12-2022 (release date). Its affected region is: Australia (specifically the National Electricity Market). Its affected key users are: Electricity retailers and consumers. Its cause type is: Market and regulatory issues. Its causes are: Increased wholesale electricity prices, exit of retailers, pressure on hedging costs, need for competition and regulatory adjustment."
"AEMO reports on (and webinar about) System Strength, Inertia and NSCAS",Paul McArdle,13-12-2022 05:34:00 PM,AEMO reports into 100% Renewables,"The summary of the news ""AEMO reports on (and webinar about) System Strength, Inertia and NSCAS"" posted at 13-12-2022 05:34:00 PM is: The Australian Energy Market Operator (AEMO) released three reports on December 1st, 2022, focusing on system security planning, particularly regarding system strength, inertia, and Network Support and Control Ancillary Services (NSCAS). These reports highlight the importance of maintaining a stable voltage waveform and steady electrical frequency, which are critical for a functioning grid amidst increasing reliance on renewable energy. The reports, forming part of the broader 'Engineering Roadmap to 100% Renewables', address the challenges in managing grid stability and security in a transitioning energy market.; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Long-term, as it relates to strategic planning for future grid stability. Its root_cause is: The need to adapt the grid for increased renewable energy integration. Its accident scale is: Unknown. Its dates are: 1st December 2022 for the report release date; 13th December 2022 for the news post date. Its affected region is: Australia. Its affected key users are: Grid operators and energy policymakers. Its cause type is: Strategic planning requirement. Its causes are: Transition to renewable energy necessitating enhanced system strength and inertia to ensure grid stability."
The Capacity Market is dead … long live the ‘Capacity Investment Scheme’?!,Paul McArdle,13-12-2022 12:20:00 PM,Capacity Investment Scheme,"The summary of the news ""The Capacity Market is dead … long live the ‘Capacity Investment Scheme’?!"" posted at 13-12-2022 12:20:00 PM is: The Australian Government, with support from state and territory Energy Ministers, is implementing a new 'Capacity Investment Scheme' to ensure a stable electricity supply as the energy generation mix shifts towards renewables. This policy aims to move away from coal and gas reliance, a continuation of discussions that have been ongoing since 2015. Recent media coverage highlights varied industry and public reactions to this shift, emphasizing the complexities and challenges in transitioning to green capacity mechanisms. Its relevance level is: Level 3. Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Long-term, as it focuses on structural changes in energy policy and infrastructure. Its root_cause is: Policy shift towards supporting renewable energy and moving away from coal and gas. Its accident scale is: Unknown (not an accident-related event). Its dates are: 13-12-2022. Its affected region is: Australia. Its affected key users are: Energy producers and consumers in Australia transitioning to renewable energies. Its cause type is: Policy decision. Its causes are: Endorsement by Energy Ministers for a renewable-focused capacity investment scheme, exclusion of coal and gas from capacity mechanisms, and ongoing efforts since 2015 to adapt to changes in the energy generation mix."
"Spot volatility in the NSW region on Monday morning, 12th December 2022",Paul McArdle,12-12-2022 09:20:00 AM,Operational Glitches,"The summary of the news ""Spot volatility in the NSW region on Monday morning, 12th December 2022"" posted at 12-12-2022 09:20:00 AM is: The article discusses a spike in energy market prices in New South Wales (NSW) region due to operational constraints within the National Electricity Market (NEM). The price volatility was observed during the morning with prices surpassing $1,000/MWh for the third dispatch interval. Contributing factors included hydro generation output increases and counter-price flows over the VIC-NSW interconnector due to the ‘N-RVYS_2’ Constraint Set being invoked. An outage on the Ravine to Yass 330kV line and a service interruption in the negative residue management process were noted as crucial events. These operational issues highlight the complexity of the NEM dynamics. Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate, but expected to decrease post-afternoon once operational glitches are resolved. Its root_cause is: Operational constraints and a line outage. Its accident scale is: Unknown. Its dates are: 12-12-2022. Its affected region is: New South Wales region. Its affected key users are: Energy consumers in the NSW region. Its cause type is: Operational and technical. Its causes are: Over $1,000/MWh price spikes, constraints on the interconnector, 'N-RVYS_2' Constraint Set invocation, Ravine to Yass line outage, and negative residue management process service interruption."
Who drove FCAS on the island,Dan Lee,08-12-2022 01:03:00 PM,2022-11 SA islanded,"The summary of the news ""Who drove FCAS on the island"" posted at 08-12-2022 01:03:00 PM is: The article discusses the impact of November thunderstorms and strong winds in South Australia (SA), which caused a transmission tower to topple, leading to a line trip on the Heywood interconnector. This resulted in a seven-day separation of SA from the rest of the National Electricity Market (NEM), until interim maintenance restored the connection. Although spot energy prices in SA were stable, Frequency Control Ancillary Services (FCAS) markets experienced extreme price outcomes, affected by the Administered Price Cap (APC). Seven out of eight FCAS commodities reached the market price cap, with batteries and gas power stations as primary beneficiaries, earning significant revenue. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its timeframe of the event impact on the electricity_market is: 7 days. Its root_cause is: transmission tower failure due to extreme weather. Its accident scale is: regional. Its dates are: 08-12-2022 (main date), from 14-11-2022 to 21-11-2022 (impact duration). Its affected region is: South Australia. Its affected key users are: utility-scale batteries, gas power stations, and large-scale energy consumers. Its cause type is: natural causes (extreme weather). Its causes are: thunderstorms, strong winds, and resultant transmission tower failure."
"Brief but sudden drop of ~1,740 MW of wind and solar generation across the NEM this afternoon Monday 5th December 2022",Dan Lee,05-12-2022 05:25:00 PM,Summer 2022-23 in the NEM,"The summary of the news ""Brief but sudden drop of ~1,740 MW of wind and solar generation across the NEM this afternoon Monday 5th December 2022"" posted at 05-12-2022 05:25:00 PM is: A sudden and brief drop of approximately 1,740 MW in wind and solar generation occurred across the NEM, particularly in South Australia (SA) and Victoria (VIC), between 14:50 and 14:55 NEM Time. This led to a significant dip in the output of wind farms by 1,470 MW and large solar generators by 270 MW. Consequently, dispatch prices fell sharply to negative values in these regions before normalizing. Output levels returned to normal by 15:15. The event was influenced by the TUMUT3 generator rebidding negatively, leading to an increase in its output by 1,491 MW, and it was linked with N>>AVMA-17_39_11 constraint during the 14:55 interval. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate (less than 1 hour with a rebound by 15:15). Its root_cause is: Sudden generation drop and rebidding action by TUMUT3. Its accident scale is: Unknown. Its dates are: 05-12-2022. Its affected region is: South Australia (SA) and Victoria (VIC). Its affected key users are: Unknown. Its cause type is: Generation and System Constraint Issues. Its causes are: Sudden drop in wind and solar output, TUMUT3 rebidding action, N>>AVMA-17_39_11 constraint."
"Palmerston to Waddamana lines returned to service on December 2, 2022",Linton Corbet,02-12-2022 01:45:00 PM,2022-10-14 major TAS loss of load,"The summary of the news ""Palmerston to Waddamana lines returned to service on December 2, 2022"" posted at 02-12-2022 01:45:00 PM is: The article discusses the successful restoration of the 220kV transmission lines between Palmerston and Waddamana in Tasmania, which were out of service due to a landslide on October 14, 2022. This landslide caused trips on both lines, significantly impacting the electricity network by necessitating the invocation of constraint set T-X_LIPM. The completion of repair works by TasNetworks has now allowed these critical lines to be reconnected, restoring the network link between southern and northern Tasmania; Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Timeframe of the event impact on the electricity_market: October 14, 2022, to December 2, 2022. Its root_cause is: Landslide impacting the footings of a strain tower on the transmission line. Accident scale is: Unknown. Dates is: October 14, 2022, to December 2, 2022. Affected region is: Tasmania. Affected key users is: Unknown. Cause type is: Natural event. Causes is: Landslide causing trips on transmission lines."
AEMO release preliminary report into the trip of the South East – Tailem Bend 275 kV on 12 November 2022,Dan Lee,02-12-2022 10:51:00 AM,2022-11 SA islanded,"The summary of the news ""AEMO release preliminary report into the trip of the South East – Tailem Bend 275 kV on 12 November 2022"" posted on 02-12-2022 10:51:00 AM is: The Australian Energy Market Operator (AEMO) has published a preliminary report on the incident that caused South Australia (SA) to be electrically isolated from the National Electricity Market (NEM) for a week in mid-November. The report reveals that the isolation was due to a failure of two circuits of the South East – Tailem Bend 275 kV line and subsequent incidents involving the Keith – Tailem Bend 132 kV line, triggered by automated safety protocols during severe weather conditions with wind gusts up to 115 km/h. AEMO's examination highlights a peak in SA's frequency at approximately 50.53 Hz and several voltage dips at the Para 275 kV substation shortly after the event. Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity market is: Immediate impact starting from 12th November 2022, with ongoing effects over the following week. Its root cause is: Double circuit transmission tower failure due to severe weather conditions. Its accident scale is: Region-wide impact, affecting South Australia's connection to the NEM. Its dates are: 12th November 2022 (same as the main date). Its affected region is: South Australia (SA). Its affected key users are: Unknown. Its cause type is: Extreme weather event. Its causes are: Failure of South East – Tailem Bend 275 kV lines, tripping of Keith – Tailem Bend 132 kV line, concurrent thunderstorms and high winds causing system instability."
AEMO releases ‘Engineering Roadmap to 100% Renewables’ report,Dan Lee,01-12-2022 04:23:00 PM,AEMO reports into 100% Renewables,"The summary of the news ""AEMO releases ‘Engineering Roadmap to 100% Renewables’ report"" posted at 01-12-2022 04:23:00 PM is: The Australian Energy Market Operator (AEMO) has published its comprehensive 'Engineering Roadmap to 100% Renewables' report. This document aims to outline the technical requisites for the National Electricity Market (NEM) to function reliably at 100% instantaneous renewable energy levels. The report is divided into three key themes: System Security, Operability, and Resource Adequacy and Capability, providing a detailed exploration of the challenges and steps involved in the transition to a fully renewable-powered grid. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Transition planning for renewable energy. Its accident scale is: Unknown. Its dates are: 01-12-2022. Its affected region is: Australia. Its affected key users are: Energy policymakers and stakeholders in the renewable energy sector. Its cause type is: Strategic planning for renewable energy transition. Its causes are: Development of technical frameworks for achieving 100% renewable penetration in the NEM."
The Administered Price Cap has increased to $600/MWh as of today 1st December 2022,Dan Lee,01-12-2022 03:40:00 PM,2022-12-01 APC $600/MWh,"The summary of the news ""The Administered Price Cap has increased to $600/MWh as of today 1st December 2022"" posted at 01-12-2022 03:40:00 PM is: The Administered Price Cap (APC) has been increased from $300/MWh to $600/MWh effective December 1, 2022, following a proposal by Alinta Energy due to extreme pricing in June 2022 across all four mainland regions of the National Electricity Market (NEM). The rule change is temporary, lasting until June 30, 2025, during which the AEMC's Reliability Panel will consider long-term APC adjustments and mechanisms. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its timeframe of the event impact on the electricity market is: December 1, 2022, to June 30, 2025. Its root cause is: Extreme pricing in June 2022. Its accident scale is: Unknown. Its dates are: December 1, 2022, (same date). Its affected region is: All four mainland regions of the NEM. Its affected key users are: Unknown. Its cause type is: Market dynamics. Its causes are: Alinta Energy's proposal, extreme pricing in June 2022, and subsequent consultation and decision by the AEMC."
Callide C3’s return to service pushed back to February 2023,Dan Lee,29-11-2022 02:46:00 PM,2022-10-31 Callide C3 cooling tower failure,"The summary of the news ""Callide C3’s return to service pushed back to February 2023"" posted at 29-11-2022 02:46:00 PM is: The return to service of the Callide Power Station's C3 unit has been further delayed by five weeks, now expected by February 11th, 2023, due to ongoing cooling tower issues. The initial return date was postponed from November 21st, 2022, to January 3rd, 2023, and now again to February 11th, 2023. The C4 unit, which suffered a catastrophic explosion in May 2021, remains scheduled to be offline until April 7th, 2023; Its relevance level is: Level 1. Its category is: Turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: From late October 2022 until at least February 2023. Its root_cause is: Cooling tower issues and previous catastrophic explosion. Its accident scale is: Unknown. Its dates are: October 31st, 2022, for the initial cooling tower failure announcement, February 11th, 2023, for C3's expected return, and April 7th, 2023, for C4's expected return. Its affected region is: Queensland, Australia. Its affected key users are: Unknown. Its cause type is: Operational failures. Its causes are: Cooling tower issues for C3 unit and catastrophic explosion for C4 unit."
