title,author,date,topic,classified_content
The second transformer at Waratah BESS is operational (for testing),Paul McArdle,11-04-2026 10:03:00 AM,2025-11-07 long unplanned outage at Waratah BESS?,"The summary of the news ""The second transformer at Waratah BESS is operational (for testing)"" posted at 11-04-2026 10:03:00 AM is: The Waratah BESS second transformer (HVT2) has been re-energized for testing after being taken offline as a precaution, while the third transformer (HVT3) remains under repair following a failure caused by aggressive ramping in October 2025. The battery currently delivers 350MW under its System Integrity Protection Scheme (SIPS), with full capacity expected by the end of 2026. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Long-term from November 2025 to end of 2026. Its root_cause is: Aggressive ramping of the battery caused transformer damage. Its accident scale is: Partial loss of 350MW capacity (out of 700MW). Its dates is: Original failure: 2025-11-07, testing: 2026-04-10, article date: 2026-04-11. Its affected region is: New South Wales, Australia (National Electricity Market). Its affected key users is: National Electricity Market participants, System Integrity Protection Scheme. Its cause type is: Technical failure (transformer damage) and operational precaution. Its causes is: 1) Aggressive ramping in October 2025 led to HVT3 damage; 2) Precautionary shutdown of HVT2; 3) Ongoing remediation work."
Four big Non-Conformances at Wind Farms (coincidentally on Friday 10th April 2026 at the time of the frequency spike).  Some gremlin in the works?,Paul McArdle,10-04-2026 04:09:00 PM,2026-04-10,"The summary of the news ""Four big Non-Conformances at Wind Farms (coincidentally on Friday 10th April 2026 at the time of the frequency spike). Some gremlin in the works?"" posted at 10-04-2026 is: On April 10, 2026, a frequency spike (reaching 50.174 Hz at 10:30) in the Australian National Electricity Market was closely followed by eight AEMO market notices declaring non-conformance for four Victorian wind farms—Elaine, Golden Plains East 1, Golden Plains East 2, and Ryan Corner—during the 10:35 and 10:40 dispatch intervals, with total underperformance of 689 MW (Elaine: 74 MW, GPWFEST1: 239 MW, GPWFEST2: 237 MW, RYANCWF1: 139 MW). The events suggest a direct temporal link between the grid disturbance and the wind farms' inability to meet dispatch targets. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: immediate (within the same day, from 10:30 to 10:40 on 10 April 2026). Its root_cause is: A frequency spike in the NEM that triggered underperformance or control issues at multiple semi-scheduled wind farms, leading to non-conformance. Its accident scale is: 4 wind farms, total non-conformance of 689 MW over a 5-minute interval. Its dates (if different from the main date; if the same, repeat the same date) is: 10-04-2026. Its affected region is: Victoria, Australia (within the NEM). Its affected key users is: AEMO, NEM market operators, and potentially electricity consumers (due to possible price impacts). Its cause type is: Technical / grid disturbance. Its causes (a summarized list of cause events) is: 1) A frequency spike occurred at 10:30 on 10 April 2026; 2) During the following dispatch intervals (10:35 and 10:40), four wind farms failed to conform to their dispatch targets, resulting in AEMO declaring non-conformance under clause 3.8.23 of the National Electricity Rules."
The curious case of a frequency spike (outside of the NOFB) on Friday 10th April 2026,Paul McArdle,10-04-2026 03:30:00 PM,2026-04-10,"The summary of the news ""The curious case of a frequency spike (outside of the NOFB) on Friday 10th April 2026"" posted at 10-04-2026 03:30:00 PM is: A frequency spike to 50.174 Hz occurred in the NEM on 10 April 2026 at 10:30 NEM time, breaching the Normal Operating Frequency Band and triggering contingency FCAS responses; the spike ramped steadily up and down over two dispatch intervals, unlike typical events caused by sudden load trips or VRE issues, and its exact cause remains unknown, with speculation including a large load trip (e.g., data center), underperformance of variable renewable energy, or a data/operational glitch. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: short-term (minutes to hours). Its root_cause is: Unknown (speculated as possible large load trip, VRE issue, or data/operational glitch). Its accident scale is: single frequency spike (minor excursion). Its dates is: 10-04-2026. Its affected region is: NEM (Australia). Its affected key users is: Unknown. Its cause type is: Unknown (possibly operational or external). Its causes (a summarized list of cause events) is: sudden trip of a large load (e.g., aluminium smelter or data center), underperformance of variable renewable energy fleet, data or operational glitch."
What’s up with Waratah BESS?  Is the second transformer back early?,Paul McArdle,10-04-2026 02:40:00 PM,2025-11-07 long unplanned outage at Waratah BESS?,"The summary of the news ""What’s up with Waratah BESS?  Is the second transformer back early?"" posted at 10-04-2026 02:40:00 PM is: The article examines recent changes in AEMO's MT PASA and ST PASA data for the Waratah BESS, which suggest the second transformer may be returning earlier than expected after a prolonged outage. A transformer failure on 18 October 2025 caused an unplanned outage initially expected until 3 May 2026, but updated availability data shows 350 MW becoming available from 12 April 2026, possibly due to transformer repair or adjustments in SIPS reservation. ST PASA data hints at a partial return to 700 MW capacity, though uncertainty remains and no official announcement from Akaysha Energy has been made. Its relevance level is: Level 1. Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: From 18 October 2025 (transformer failure) to at least 12 April 2026 (partial return), with full restoration timeline still uncertain. Its root_cause is: Transformer failure at Waratah BESS on 18 October 2025. Its accident scale is: One transformer failed, another proactively taken offline; total capacity loss of up to 700 MW for several months. Its dates (if different from the main date) is: 18-10-2025 (transformer failure) and 10-04-2026 (news publication). Its affected region is: New South Wales, Australia (within the National Electricity Market). Its affected key users is: AEMO, electricity market participants, and consumers in the NEM. Its cause type is: Technical failure. Its causes is: Transformer failure on 18 October 2025 leading to unplanned outage; proactive outage of second transformer for in-situ testing and repair."
AEMO initiates Expedited Consultation to address ‘spammy’ automated MII notices,Paul McArdle,10-04-2026 11:36:00 AM,2026-04-10,"The summary of the news ""AEMO initiates Expedited Consultation to address ‘spammy’ automated MII notices"" posted at 10-04-2026 11:36:00 AM is: The Australian Energy Market Operator (AEMO) has launched an expedited consultation to tackle a surge in automated Market Notices for Manifestly Incorrect Inputs (MII), which stakeholders deem excessive and risk masking critical alerts. The spike stems from automated thresholds for FCAS (Frequency Control Ancillary Services) that activate when network outages raise islanding risks, prompting AEMO to seek industry feedback by 17 April 2026 to review the procedures.; Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: Ongoing from early 2026, with consultation period ending 17 April 2026; potential market notice clarity improvements thereafter. Its root_cause is: Automated FCAS threshold triggers under specific network outage conditions that increase islanding risk, leading to excessive MII notices. Its accident scale is: Unknown. Its dates is: 10-04-2026. Its affected region is: National Electricity Market (NEM) of Australia. Its affected key users is: NEM stakeholders (market participants, AEMO, industry analysts). Its cause type is: Operational/procedural (automated threshold design). Its causes is: Increased network outages raising islanding risk; automated FCAS threshold procedures generating excessive MII market notices."
Daily count of MII market notices confirms sudden increase,Linton Corbet,10-04-2026 10:25:00 AM,Long-term market trends and forecasts,"The summary of the news ""Daily count of MII market notices confirms sudden increase"" posted at 10-04-2026 10:25:00 AM is: The article reports a sudden increase in daily counts of Manifestly Incorrect Input (MII) market notices, starting in March 2026, based on data since 2020. These notices typically indicate ""prices subject to review"" and are often accompanied by ""prices unchanged"" notices, suggesting a rise in data quality issues or market input errors during that period. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: March 2026 onwards (ongoing at time of publication). Its root_cause is: Unknown (the article does not specify the reason for the increase). Its accident scale is: Unknown (no quantitative scale provided). Its dates is: March 2026 (start of the increase). Its affected region is: Unknown (not explicitly stated, likely the electricity market area in which MII notices are used). Its affected key users is: Market operators and participants (generators, retailers) – implied but not specified. Its cause type is: Operational (data input errors triggering market notices). Its causes is: A summarized list: increase in manifestly incorrect input notices; potential underlying issues with data submission quality or market system changes, although the exact cause is not identified in the article."
The shift to long duration storage is inevitable – but current market design is not supporting investment at scale,Jamie Guthrie,09-04-2026 01:10:00 PM,Energy Transition,"The summary of the news ""The shift to long duration storage is inevitable – but current market design is not supporting investment at scale"" posted at 09-04-2026 01:10:00 PM is: The National Electricity Market (NEM) requires long-duration storage to maintain reliability as coal plants retire, but current market design and financing models fail to support investment at scale due to inadequate revenue certainty, high merchant risk, and a lack of bankable contracting structures, creating a structural gap between system needs and funded assets. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Ongoing, with long-term implications for reliability and investment as coal exit accelerates. Its root_cause is: Lack of revenue certainty and bankable contracting structures for long-duration storage, misaligned market design that does not value system-wide benefits. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 09-04-2026. Its affected region is: National Electricity Market (NEM) – Australia. Its affected key users is: Electricity consumers, generators, storage developers, grid operator (AEMO), investors, and policymakers. Its cause type is: Market design and policy issue. Its causes (a summarized list of cause events) is: Accelerated coal-fired generation retirements (e.g., Liddell, Eraring, Yallourn); insufficient long-term revenue floor for long-duration storage; reliance on short-term price signals and FCAS revenues that are compressing; limited depth of contracted offtake for >8-hour products; high merchant exposure and lower capital efficiency compared to short-duration BESS; conventional project finance frameworks that disfavour long-lived assets."
‘Running on Empty’ … a reminder of the implications of Shallow Storage,Paul McArdle,09-04-2026 08:24:00 AM,2026-04-06,"The summary of the news ""'Running on Empty' … a reminder of the implications of Shallow Storage"" posted at 09-04-2026 08:24:00 AM is: The article examines how South Australia's battery fleet saw its aggregate state of charge plummet from near full (1,600 MWh) on 6 April 2026 to barely 1,000 MWh by 8 April 2026, after a ~24-hour period of poor wind and solar yield caused high prices. Batteries discharged into those high prices and were forced to recharge at elevated costs, highlighting the business and system risks of shallow storage and underscoring the need for deeper storage in the energy transition. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: 6–9 April 2026. Its root_cause is: Low wind and solar yield (poor variable renewable energy generation) leading to high prices, forcing batteries to discharge and then recharge at elevated costs. Its accident scale is: Unknown (no accident; a market event). Its dates is: 6 April 2026 (start of low VRE period) to 9 April 2026 (article date). Its affected region is: South Australia (SA). Its affected key users is: Battery storage operators (large battery fleet) and indirectly electricity consumers via price impacts. Its cause type is: Natural phenomenon (low renewable resource) combined with market dynamics. Its causes is: a) Period of low wind overnight on 6–7 April; b) Day with lower solar yield on 7–8 April; c) Resulting high prices that triggered battery discharge and subsequent costly recharge."
A collation of reports and thoughts about Large Loads (and particularly Data Centres),Paul McArdle,05-04-2026 06:00:00 PM,Data Centers,"The summary of the news ""A collation of reports and thoughts about Large Loads (and particularly Data Centres)"" posted at 05-04-2026 06:00:00 PM is: This article aggregates multiple reports from Australian and international organizations published between late February and March 2026, addressing the growing impact of large loads—especially data centres—on electricity grid reliability. It covers proposed grid standards from the Australian Energy Market Commission, federal government expectations for data centre developers, and analyses from the North American Electric Reliability Corporation and the Energy Systems Integration Group on large load interconnection risks, performance requirements, and disturbance events, all aimed at mitigating potential grid instability; Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: Medium-term (ongoing regulatory and planning measures affecting market stability over the next several months to years). Its root_cause is: Rapid growth of data centre and other large loads, which create new demands and potential instability risks for electricity grids. Its accident scale is: Unknown (no specific accident reported). Its dates (if different from the main date; if the same, repeat the same date) is: 05-04-2026. Its affected region is: Australia and North America (with implications for global grid operators). Its affected key users is: Data centre operators, grid operators, electricity market participants, and policymakers. Its cause type is: Technological and regulatory change (emergence of high-demand computational loads prompting updated grid standards). Its causes (a summarized list of cause events) is: (1) Increased deployment of data centres and AI infrastructure; (2) Potential for large load disturbances to cause grid instability; (3) Recognition of gaps in existing interconnection and reliability standards; (4) Publication of multiple industry reports and proposed rules in March 2026."
"ESIG releases new white paper ’Historical and Modern Large Loads Characteristics, Context, and Industry Actions to Meet Grid and Customer Needs’:",Paul McArdle,05-04-2026 05:30:00 PM,Data Centers,"The summary of the news ""ESIG releases new white paper ’Historical and Modern Large Loads Characteristics, Context, and Industry Actions to Meet Grid and Customer Needs’"" posted at 05-04-2026 05:30:00 PM is: The article reports that on 30th March 2026, the Energy Systems Integration Group (ESIG) published a white paper addressing the challenges modern large loads (especially data centers) pose to grid planning and operations, highlighting their unpredictable power consumption, rapid interconnection requests, and power-electronics interface; the paper covers six key areas—forecasting, interconnection, resource adequacy, transmission service, operational reliability, and load configurations—and emphasizes the need for new rules and processes to maintain grid reliability and affordability for all customers. Its relevance level is: Level 3 (Less Relevant). Its category is: energy policy. Its Timeframe of the event impact on the electricity_market is: Unknown (the white paper discusses long-term planning impacts, but no specific market impact timeframe is given). Its root_cause is: Rapid increase in new types of large loads (data centers) and their unique characteristics (unpredictability, power electronics interface). Its accident scale is: None. Its dates (if different from the main date; if the same, repeat the same date) is: 30-03-2026. Its affected region is: Unknown (global/general, not specified). Its affected key users is: Grid operators, utilities, data center customers, system planners. Its cause type is: Operational and planning challenges. Its causes (a summarized list of cause events) is: [Higher-than-expected interconnection requests from data centers; power electronics-based grid interface enabling rapid changes in consumption; unpredictability of load behavior for grid operators; inadequate existing rules and processes for forecasting, interconnection, resource adequacy, transmission service, and operational reliability]."
