title,author,date,topic,classified_content
PPAs aren’t as easy as they used to be!,Marcelle Gannon,10-12-2020 09:43:00 AM,Energy Literacy,"The summary of the news ""PPAs aren’t as easy as they used to be!"" posted at 10-12-2020 09:43:00 AM is: The article discusses a series of webinars presented by the Clean Energy Council, highlighting key points related to semi-scheduled generators and the increasing complexity of Power Purchase Agreements (PPAs). The discussions focus on maximizing profitability in the National Electricity Market (NEM) for solar and wind farms, understanding generator obligations, optimizing operations, and adapting to market and power system changes. A specific mention is made of an ongoing rule change by the Australian Energy Regulator that was at the Draft Determination stage with the Australian Energy Market Commission in November 2020. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Increasing complexity of Power Purchase Agreements and rule changes in the NEM. Its accident scale is: Unknown. Its dates are: 17th September 2020, 10th September 2020, 18th May 2020, 19th November 2020. Its affected region is: Australia. Its affected key users are: Semi-Scheduled Generators, Solar and Wind Farms. Its cause type is: Policy/Regulatory changes. Its causes are: Complexity of PPAs, generator obligations, market adaptations, rule changes by AER and AEMC."
How does a wind or solar farm make money?,Marcelle Gannon,09-12-2020 08:25:00 AM,Energy Literacy,"The summary of the news ""How does a wind or solar farm make money?"" posted at 09-12-2020 08:25:00 AM is: The article discusses a series of webinars presented by Jonathon Dyson and the author on maximizing value and profitability in the National Electricity Market (NEM) for solar and wind farms. Key points include understanding obligations as a Semi-Scheduled Generator, the importance of compliance over conformance, and strategies to maximize financial returns amid market and system changes. The webinars have also highlighted the distribution of spot prices and comparative performance of wind farms. Upcoming Clean Energy Council events in 2021 for both solar and wind sectors were also mentioned.; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates are: 09-12-2020 08:25:00 AM. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Unknown. Its causes are: Webinars on maximizing value for solar and wind farms in the NEM, discussion on compliance versus conformance, market changes and strategies for financial optimization."
Constraint Case Study Followup – Early outcomes of the new “X5 constraint”,Allan O'Neil,08-12-2020 11:11:00 AM,Areas of deeper analysis,"The summary of the news ""Constraint Case Study Followup – Early outcomes of the new 'X5 constraint'"" posted at 08-12-2020 11:11:00 AM is: The article discusses the impact of the N^^N_NIL_3 ('X5') constraint on the National Electricity Market, focusing on its binding behavior affecting dispatch outcomes, especially related to wind and solar generation. The constraint, which binds during daylight hours, significantly influences interregional electricity flows, particularly the VIC-NSW interconnector and Murraylink interconnector, resulting in economic impacts such as increased dispatch costs. The behavior underlines the complexities of NEM's region-wide spot pricing model and the resulting strategic bidding patterns by generators, known as ""disorderly bidding."" It also raises broader discussions on the potential benefits of a nodal pricing model for addressing inefficiencies. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: The implementation and behavior of the N^^N_NIL_3 ('X5') constraint on the NEM grid. Its accident scale is: Unknown. Its dates are: 23-11-2020. Its affected region is: Victoria, New South Wales, and South Australia. Its affected key users are: Generators, particularly those involved in interregional power transfers. Its cause type is: System operation. Its causes are: Binding constraints on electricity dispatch affecting interconnectors and regional power flows."
Conformance and compliance–what’s the difference?,Marcelle Gannon,08-12-2020 08:14:00 AM,Energy Literacy,"The summary of the news ""Conformance and compliance–what’s the difference?"" posted at 08-12-2020 08:14:00 AM is: The article highlights a series of webinars conducted by Jonathon Dyson and the author, focusing on 'Maximizing Value and Profitability in the National Electricity Market (NEM)' for solar and wind farms. The webinars discussed key actions that Semi-Scheduled Generators need to undertake to optimize returns while effectively adapting to market and power system changes. An emphasis was placed on understanding the distinctions between ""Non-Conformance"" and ""Non-Compliance."" Additionally, past webinars explored topics such as the changing distribution of spot prices and wind farm performance, while upcoming events are scheduled for 2021 by the Clean Energy Council. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Changing market conditions and power system adaptations. Its accident scale is: Unknown. Its dates are: 08-12-2020, 17th September 2020, 18th May 2020, 10th September 2020. Its affected region is: National Electricity Market (Australia). Its affected key users are: Solar and Wind Farm operators. Its cause type is: Market adaptation requirements. Its causes are: The need to understand obligations and maximize returns in a changing electricity market environment."
Do you know your obligations as a Semi-Scheduled Generator?,Marcelle Gannon,07-12-2020 08:20:00 AM,Energy Literacy,"The summary of the news ""Do you know your obligations as a Semi-Scheduled Generator?"" posted at 07-12-2020 08:20:00 AM is: The article discusses a series of webinars conducted by Jonathon Dyson and the author on maximizing value and profitability for solar and wind farms in the National Electricity Market (NEM). The webinars, part of the Clean Energy Council's forum series, emphasize the compliance obligations for Semi-Scheduled Generators and are supported by articles released prior to each webinar, offering insights into spot prices and wind farm performance. The news also mentions the scheduling of the Clean Energy Council's Large-Scale Solar Forum and Wind Industry Forum for 2021 in Brisbane and Melbourne, respectively.; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Unknown. Its root cause is: Informational content on compliance obligations for Semi-Scheduled Generators. Its accident scale is: Unknown. Its dates are: 07-12-2020 08:20:00 AM. Its affected region is: Unknown. Its affected key users are: Semi-Scheduled Generators in the NEM. Its cause type is: Informational. Its causes are: Webinars on compliance obligations, Insights on spot prices and farm performance, Scheduling future Clean Energy Council events."
Price spikes in NSW and QLD on the first afternoon of December,Dan Lee,01-12-2020 05:31:00 PM,Summer 2020-21 in the NEM,"The summary of the news ""Price spikes in NSW and QLD on the first afternoon of December"" posted at 01-12-2020 05:31:00 PM is: On the afternoon of December 1st, a significant price spike occurred in New South Wales (NSW) and Queensland (QLD) within the National Electricity Market (NEM), with prices reaching $3,867.31 in NSW and $3,001.66 in QLD during the 16:15 dispatch interval. This spike followed an unexpected drop in output of 343 MW at Liddell Power Station due to a unit trip during the 16:10 dispatch interval, causing short-term market volatility. Prices returned to typical levels soon after the event. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: Unit trip at Liddell Power Station. Its accident scale is: Localized. Its dates are: 01-12-2020. Its affected region is: New South Wales (NSW) and Queensland (QLD). Its affected key users are: Unknown. Its cause type is: Operational Incident. Its causes are: Sudden 343 MW output drop due to unit trip at Liddell Power Station."
Making demand response work with negative prices,Paul McArdle,24-11-2020 06:31:00 AM,Market Reform,"The summary of the news ""Making demand response work with negative prices"" posted at 24-11-2020 06:31:00 AM is: The article discusses recent price volatility in the National Electricity Market (NEM) ahead of summer 2020, highlighting the need for effective demand response mechanisms amidst increasing incidents of negative electricity prices. The volatility was noted on several days in November in regions such as Queensland, New South Wales, and Tasmania. The news reflects on the challenges of incentivizing increased consumption during times of surplus solar and wind power generation, a necessity unaddressed by the recently introduced Wholesale Demand Response Mechanism set to commence in October 2021. Additionally, the article references efforts and mechanisms designed to manage consumption during periods of negative pricing to stabilize the grid, including Western Power’s initiative in WA. The piece underscores the importance of evolving demand response strategies to handle both high and negative pricing efficiently. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Immediate and ongoing, with potential long-term implications as demand response mechanisms evolve. Its root cause is: Surplus generation capacity from solar and wind, leading to negative electricity prices. Its accident scale is: Unknown. Its dates are: November 15, 16, 17, 20, and 22, 2020. Its affected region is: NEM, particularly Queensland, New South Wales, Tasmania, and indirectly Western Australia for strategic response planning. Its affected key users are: Energy consumers, grid operators, and market participants in the NEM. Its cause type is: Market and grid operational challenges related to renewable energy integration. Its causes are: Increasing occurrence of negative electricity prices, inadequate demand response frameworks, and surplus renewable energy generation causing grid instability threats."
"Surprise LOR2 (Low Reserve Condition) forecast for QLD next Monday afternoon, 30th November 2020",Paul McArdle,23-11-2020 08:12:00 PM,Spring 2020 in the NEM,"The summary of the news ""Surprise LOR2 (Low Reserve Condition) forecast for QLD next Monday afternoon, 30th November 2020"" posted at 23-11-2020 08:12:00 PM is: The Australian Energy Market Operator (AEMO) has issued a forecast of a Lack of Reserve Level 2 (LOR2) condition for Queensland on 30th November 2020, between 13:30 and 20:00. This follows an initial LOR1 warning and highlights potentially insufficient reserve capacity, as the minimum capacity available is expected to be significantly below the requirement. The forecast aims to prompt a market response to prevent the situation from materializing. Potential causes for this condition include the compressed outage season due to COVID-19 and possible data entry errors. The notice underscores the rarity of such warnings in the Queensland region, given the usual surplus in installed capacity. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity market is: Immediate - on 30th November 2020. Its root cause is: Investigating - possible compressed outage season and data entry errors. Its accident scale is: Unknown. Its dates are: 30-11-2020. Its affected region is: Queensland, Australia. Its affected key users are: Unknown. Its cause type is: Forecasted grid reserve margin shortfall. Its causes are: Compressed outage season due to COVID-19 restrictions, potential 'fat finger error' in data entry."
Case Study – How to interpret a new NEM constraint and guess what it might do,Allan O'Neil,23-11-2020 11:34:00 AM,Areas of deeper analysis,"The summary of the news ""Case Study – How to interpret a new NEM constraint and guess what it might do"" posted at 23-11-2020 11:34:00 AM is: The article examines a new constraint named N^^N_NIL_3 in the National Electricity Market (NEM) affecting solar and wind generators, particularly in south-west New South Wales and north-west Victoria. This constraint limits power flow on a specific transmission line and can impact renewable generator dispatch if it becomes binding. The piece serves as a case study in interpreting NEM constraints, explaining how such constraints operate in guiding the NEM Dispatch Engine (NEMDE) to minimize costs while respecting the transmission network's secure levels. The constraint is currently non-binding but poses potential future effects as more solar farms become operational. By looking into the factors and mathematical formulation of the constraint, the analysis emphasizes the need to consider offer prices and transmission capacities when predicting NEMDE's decisions under binding conditions. Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its Timeframe of the event impact on the electricity market is: Future potential as new solar farms near operational capacity. Its root cause is: Transmission limitations affecting renewable generators. Its accident scale is: N/A. Its dates are: 23-11-2020. Its affected region is: South-west New South Wales and north-west Victoria. Its affected key users are: Renewable energy generators. Its cause type is: Technical. Its causes are: Transmission line constraints, increased renewable energy output, and potential power flow limitations on the X5 line between Balranald and Darlington Point."
More pain ahead for non-synchronous units … a bigger ‘rhombus of regret’ in western NSW & VIC,Paul McArdle,19-11-2020 07:34:00 PM,Spring 2020 in the NEM,"The summary of the news ""More pain ahead for non-synchronous units … a bigger 'rhombus of regret' in western NSW & VIC"" posted at 19-11-2020 07:34:00 PM is: The AEMO has issued a market notice regarding a new system constraint to prevent voltage collapse at Balranald in south-west NSW. This constraint involves the loss of a 220 kV line in north-west Victoria and includes generators in south-west NSW and north-west Victoria, affecting non-synchronous and semi-scheduled units predominantly in these areas. The constraint equation N^^N_NIL_3, labeled as the 'X5 constraint', is set to go into effect on 20th November 2020, creating potential binding conditions during high generation periods, particularly impacting solar and wind farms. This could lead to disorderly bidding and an increased push for nodal pricing due to the constraint's regional span. Its relevance level is: Level 1. Its category is: Grid/System Instability. Its timeframe of the event impact on the electricity market is: From 20th November 2020 until rectifications are made. Its root cause is: New system constraint to prevent voltage collapse. Its accident scale is: Unknown. Its dates are: 19-11-2020 and 20-11-2020. Its affected region is: South-west NSW and North-west Victoria. Its affected key users are: Non-synchronous and semi-scheduled units, specifically solar and wind farms. Its cause type is: Grid/system instability. Its causes are: Voltage collapse risk, high generation periods, and potential loss of transmission lines."
AEMC publishes draft rule change for Semi-Scheduled generators,Paul McArdle,19-11-2020 05:16:00 PM,Market Reform,"The summary of the news ""AEMC publishes draft rule change for Semi-Scheduled generators"" posted at 19-11-2020 05:16:00 PM is: The Australian Energy Market Commission (AEMC) has released a draft rule change for Semi-Scheduled generators addressing challenges with their operations in the National Electricity Market (NEM). This includes ensuring that semi-scheduled generators meet dispatch targets unless variations due to resource availability occur. The draft rule aims to close loopholes that provide semi-scheduled generators with a competitive edge, making the market more technology-neutral. The changes are crucial due to the growing role of semi-scheduled generation, such as wind and solar, in the energy transition. Submissions on this draft rule are due by January 14, 2021, with final determinations expected on February 25, 2021.; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Implementation of non-neutral rules on the operational methods of Semi-Scheduled generators. Its accident scale is: Unknown. Its dates are: 19-11-2020. Its affected region is: National Electricity Market (NEM) in Australia. Its affected key users are: Semi-Scheduled generators. Its cause type is: Regulatory and market reform. Its causes are: Challenges in operations of Semi-Scheduled generators, loopholes providing competitive advantages, the need for technology-neutral market rules."
"An evolving perspective – forecast impacts of the South Australia short, sharp ‘Circuit Breaker’ COVID response",Paul McArdle,19-11-2020 03:42:00 PM,Spring 2020 in the NEM,"The summary of the news ""An evolving perspective – forecast impacts of the South Australia short, sharp ‘Circuit Breaker’ COVID response"" posted at 19-11-2020 03:42:00 PM is: The South Australian government's short-duration ""Circuit Breaker"" lockdown due to a fast-spreading COVID-19 strain has led to significant changes in electricity demand forecasts within the National Electricity Market (NEM). The stringent lockdown, forecasted to last until the morning of November 25, 2020, is expected to substantially decrease electricity demand from commercial users and possibly significant industrial consumers. Forecast tools show a notable drop in demand, particularly on November 23 and 24, 2020, possibly resulting in future minimum demand scenarios akin to conditions with minimal operational demand. This reduced demand scenario is further complicated by temperature fluctuations, which significantly affect electricity consumption in South Australia. A major concern is the interplay between lockdown-driven residential consumption and reduced commercial usage, which might exacerbate electricity system challenges if the lockdown persists into hotter weather. Its relevance level is: Level 2. Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Short-term (until November 25, 2020). Its root_cause is: COVID-19 induced lockdown response. Its accident scale is: Unknown. Its dates are: November 19, 2020, to November 25, 2020. Its affected region is: South Australia. Its affected key users are: Commercial and industrial energy users. Its cause type is: Forecast demand change due to lockdown. Its causes are: Stringent COVID-19 lockdown, reduced commercial electricity consumption, uncertainty in industrial demand, temperature-dependent consumption variations."
Price spikes in QLD region third day in a row (Tue 17th Nov 2020),Paul McArdle,17-11-2020 03:41:00 PM,Spring 2020 in the NEM,"The summary of the news ""Price spikes in QLD region third day in a row (Tue 17th Nov 2020)"" posted at 17-11-2020 03:41:00 PM is: The news discusses a series of electricity price spikes in Queensland, Australia, over several days, specifically highlighting a spike that occurred at 13:10 on November 17th, 2020. The article attributes the spike primarily to a constraint equation known as 'Q>>NIL_CLWU_RGLC,' which limited the output of several units across the region, with Gladstone coal-fired power station and Susan River and Childers Solar Farms being exceptions. The article suggests that market dynamics, such as unit constraints and possible reactive bidding, influenced the price spikes. Its relevance level is: Level 2. Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Immediate and potentially ongoing until constraints are resolved. Its root_cause is: Constraint on the electrical grid due to system-normal operations to prevent overloads. Its accident scale is: Unknown. Its dates are: 17-11-2020 and previously mentioned dates such as 15-11-2020. Its affected region is: Queensland, Australia. Its affected key users are: Unknown. Its cause type is: Operational constraints in the grid system. Its causes are: Constraint equation 'Q>>NIL_CLWU_RGLC' limiting unit output, possibly reactive bidding behavior post-price spike."
NSW renewable energy plan seals death warrant for six gigawatts of coal,David Leitch,17-11-2020 09:45:00 AM,Areas of deeper analysis,"The summary of the news ""NSW renewable energy plan seals death warrant for six gigawatts of coal"" posted at 17-11-2020 09:45:00 AM is: The New South Wales (NSW) government's announcement of its renewable energy growth plans signals a significant shift away from coal, projecting that around 6 gigawatts of coal capacity will become redundant by 2030. This shift marks a challenging economic environment for current coal-based energy providers, such as AGL, Origin, and Energy Australia, urging them towards greater investment in renewable energy. The government plans to back the construction of 12 gigawatts of wind and solar capacity along with 2 gigawatts of storage. These changes are expected to decrease electricity prices by $15/MWh by 2030. The NSW strategy is set to alter the dynamics of coal and renewable energy markets within the region and is a response to the lack of federal direction on energy policy. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. The timeframe of the event impact on the electricity_market is: By 2030. Its root_cause is: Implementation of a state renewable energy policy aimed at increasing renewables and decreasing coal reliance. Its accident scale is: Unknown. Its dates are: 17-11-2020 09:45:00 AM. Its affected region is: New South Wales, Australia. Its affected key users are: Operators of coal-fired power stations and companies invested in coal energy in NSW. Its cause type is: Regulatory change. Its causes are: NSW government policy to increase renewable energy capacity, competitive pressures from renewables, and anticipated decline in coal-based energy profitability."
