title,author,date,topic,classified_content
What’s the impact of rooftop solar PV on local distribution network voltage–and its significance?,Paul McArdle,05-11-2018 12:42:00 PM,Personal experiences with Distributed Energy Resources,"The summary of the news ""What’s the impact of rooftop solar PV on local distribution network voltage–and its significance?"" posted at 05-11-2018 12:42:00 PM is: The article addresses the personal experiences of a household dealing with voltage fluctuations and their impact on LED light longevity, prompted by the installation of rooftop solar PV. The author uses Solar Analytics to track voltage levels, speculating that solar output may correlate with higher voltage levels, affecting LED light durability. The piece reflects on local DNSPs' limited visibility into their networks and raises questions about ideal voltage levels and potential solutions for managing high voltage effects on home appliances. Its relevance level is: Level 3. Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Higher-than-expected local voltage potentially driven by solar PV generation. Its accident scale is: Unknown. Its dates are: 05-11-2018. Its affected region is: Queensland. Its affected key users are: Local households with rooftop solar PV. Its cause type is: Voltage fluctuation. Its causes are: Rooftop solar PV leading to potential voltage rises; limited network data visibility."
Hot weather in Queensland to drive Electricity Demand high this week (and warning of LOR2 Low Reserve Condition),Paul McArdle,04-11-2018 12:06:00 PM,Spring 2018 in the NEM,"The summary of the news ""Hot weather in Queensland to drive Electricity Demand high this week (and warning of LOR2 Low Reserve Condition)"" posted at 04-11-2018 12:06:00 PM is: The article discusses the expected increase in electricity demand in Queensland due to hot weather, forecasting an operational demand peak of 8,800MW on Tuesday evening, which is high but still below the all-time maximum. It highlights the ongoing influence of rooftop PV in reducing scheduled demand and mentions the Australian Energy Market Operator's (AEMO) market notice of a forecast LOR2 Low Reserve Condition on Tuesday evening. The article also notes that while forecast demand has been climbing, additional dispatchable generation capacity appears to be available to meet the expected demand spike.; Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather, grid/system instability. Timeframe of the event impact on the electricity_market is: Same week. Root_cause is: Hot weather and high electricity demand forecast. Accident scale is: Unknown. Dates are: 04-11-2018. Affected region is: Queensland. Affected key users are: Unknown. Cause type is: Environmental and operational factors. Causes are: Hot weather leading to increased electricity demand, AEMO's LOR2 Low Reserve Condition forecast, high operational demand forecasts, rooftop PV reducing demand during the day."
Too much solar? For whom exactly?,Tristan Edis,30-10-2018 01:49:00 PM,Energy Transition,"The summary of the news ""Too much solar? For whom exactly?"" posted at 30-10-2018 01:49:00 PM is: The article discusses concerns about the rapid increase in solar energy generation in Australia, suggesting that the current grid may not be equipped to handle the surplus power, potentially causing blackouts due to frequency and voltage disturbances. It examines whether the projected surplus solar power will outpace demand at both macro (wholesale market) and micro (local distribution) levels. The author argues that while this could pose challenges for traditional electricity generators, it is advantageous for consumers, especially those utilizing time-of-use tariffs. Furthermore, it highlights issues with the current voltage settings on Australian networks, which could be optimized to better accommodate increased solar input. The article also questions the recommendation to abolish the solar rebate in 2021, noting its cost-effectiveness in carbon abatement. Its relevance level is: Level 1. Its category is: grid/system instability. Its timeframe of the event impact on the electricity_market is: near future (projected for 2021). Its root_cause is: rapid increase in solar energy generation and limitations in grid infrastructure. Its accident scale is: Unknown. Its dates are: 30-10-2018. Its affected region is: Australia. Its affected key users are: electricity retailers, traditional electricity generators, and residential solar system users. Its cause type is: Systemic/Market Policy. Its causes are: rapid uptake of rooftop solar, potential grid overload, voltage settings not optimized for current solar contributions, and the proposed cancellation of solar rebates."
How To Reduce Electricity Costs – Part 3,Michael Williams,29-10-2018 12:40:00 PM,Concerns of Energy Users,"The summary of the news ""How To Reduce Electricity Costs – Part 3"" posted at 29-10-2018 12:40:00 PM is: This article discusses how large businesses can reduce electricity costs by utilizing Corporate Power Purchase Agreements (PPAs). Corporate PPAs allow businesses to secure long-term electricity supply at prices well below standard retail rates by entering into contracts directly with electricity generators. This arrangement provides a hedge against fluctuating wholesale market prices and can significantly reduce costs for end-users by more than 40% compared to traditional fixed retail contracts. The article outlines the complexities of negotiating PPAs, the different types such as physical and synthetic PPAs, and the associated risks like counterparty, volume, and legislative risks. It emphasizes the importance of understanding market trends and carefully evaluating contract parameters as PPAs often involve long-term commitments. The adoption of Corporate PPAs is growing, with potential benefits for smaller users when grouped together, offering both substantial cost savings and energy strategy advantages. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Long-term. Its root_cause is: Adoption of Corporate Power Purchase Agreements by businesses. Its accident scale is: Unknown. Its dates are: 29-10-2018. Its affected region is: Australia. Its affected key users are: Large businesses and potentially smaller business user groups. Its cause type is: Market strategy implementation. Its causes are: Increasing use of Corporate Power Purchase Agreements, desire for cost savings, and managing long-term electricity supply risks."
"We’re preparing an extensive “Generator Report Card”, and would welcome discussion (with your pre-orders)",Paul McArdle,29-10-2018 08:54:00 AM,Areas of deeper analysis,"The summary of the news ""We’re preparing an extensive 'Generator Report Card', and would welcome discussion (with your pre-orders)"" posted at 29-10-2018 08:54:00 AM is: The article discusses efforts by WattClarity, in collaboration with several experts, to prepare an extensive Generator Report Card for the Australian National Electricity Market (NEM), covering a wide range of generator performance concerns. These concerns include increasing unreliability of thermal generators, constraints on intermittent renewable generation, variations in Marginal Loss Factors, and issues related to generator revenue, costs, bidding behaviors, and price setting. The report aims to provide detailed insights into every power station within the NEM, addressing both known and emerging challenges through comprehensive data analysis. Readers are invited to contribute their input via pre-orders for the report expected to be released in early 2019. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Ongoing, with implications becoming clearer in early 2019. Its root_cause is: Various factors including generator reliability, market dynamics, and policy constraints. Its accident scale is: Unknown. Its dates are: 29-10-2018 and ongoing into early 2019. Its affected region is: Australian National Electricity Market (NEM). Its affected key users are: Generators, policymakers, and stakeholders in the NEM. Its cause type is: Systemic and market-driven issues. Its causes are: Concerns about thermal generator reliability, renewable energy constraints, Marginal Loss Factor variability, revenue and cost dynamics, bidding behavior, and price-setting mechanisms."
"Scheduled Demand in South Australia drops to 536MW, an all-time* record minimum in the afternoon of Sunday 21st October 2018",Paul McArdle,21-10-2018 04:55:00 PM,Spring 2018 in the NEM,"The summary of the news ""Scheduled Demand in South Australia drops to 536MW, an all-time* record minimum in the afternoon of Sunday 21st October 2018"" posted at 21-10-2018 04:55:00 PM is: On October 21, 2018, South Australia experienced a record low Scheduled Demand at 536MW due to declining solar PV injections and favorable weather conditions. This event highlighted the impact of embedded generation sources, notably rooftop solar, which reduced the actual electricity consumption rate. By excluding the September 2016 blackout, this was the lowest demand on record; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Short-term. Its root_cause is: High penetration of rooftop solar and favorable weather conditions. Its accident scale is: Not applicable (as it was a scheduled demand reduction, not an accident). Its dates are: 21-10-2018. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Demand-side factors. Its causes are: Declining solar PV injections, high rooftop solar uptake."
"Retail Energy, not so easy",Tiburce Blanchy,18-10-2018 12:06:00 PM,Retail Energy,"The summary of the news ""Retail Energy, not so easy,"" posted at 18-10-2018 12:06 PM, is: The article discusses the complexities and challenges faced by new entrants in the energy retail market, emphasizing the significant financial demands of running an energy retail business. Despite advances like smart meters that improve cash flow, new retailers often underestimate the need for substantial working capital to support procurement and credit responsibilities. During volatile periods, demands for credit support can quickly escalate, leading to severe consequences for those unable to meet them. Examples, like the collapse of Jack Green and Go Energy, illustrate the risks of failing to maintain necessary financial reserves. Retailers act as the financial intermediaries within the National Electricity Market, facilitating cash flows to network operators, AEMO, and hedge providers. The need for liquid financial backing is crucial to prevent disruptions and maintain compliance with financial obligations, but securing such support remains a costly and often unanticipated burden on new retail businesses. Its relevance level is: Level 2. Its category is: Market reactions. The timeframe of the event impact on the electricity market is: Unknown. The root cause is: High financial demands and inadequate capital provisioning for credit and procurement functions by new energy retailers. The accident scale is: Unknown. The dates (if different from the main date) are: Not applicable. The affected region is: Mostly applicable to Australia, with examples from New South Wales and general implications for the National Electricity Market. The affected key users are: Energy retailers. The cause type is: Financial. The causes (a summarized list of cause events) are: Underestimating the need for significant working capital, market volatility, high spot prices, financial regulatory demands, the necessity of maintaining liquid financial reserves, and inadequacy of credit support mechanisms."
Villain #5 – not focusing on the real problems,Paul McArdle,09-10-2018 12:18:00 PM,Energy Transition,"The summary of the news ""Villain #5 – not focusing on the real problems"" posted at 09-10-2018 12:18:00 PM is: The article discusses the ongoing issues faced by the energy sector during its transition period, particularly focusing on the metaphorical ""Villain #5."" This villain represents the sector's tendency to concentrate on superficial issues rather than underlying structural challenges. The news mentions prior ""villains,"" including ineffective policies due to political and public misdirection, and emphasizes the risk of expensive outcomes from current renewable energy policies. Additionally, there's a critique of how sustainable solutions are often overshadowed by misplaced priorities, such as a fixation on cost over value, and neglecting effective demand response mechanisms in favor of ""NegaWatts."" Finally, it suggests that inadequate policy direction and focus are contributing to inefficiencies in the energy transition. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Inattentiveness to underlying structural issues and misdirected energy policies. Its accident scale is: Unknown. Its dates are: 09-10-2018. Its affected region is: Australia. Its affected key users are: Energy policymakers and stakeholders involved in the energy transition. Its cause type is: Structural and policy inefficiencies. Its causes are: Inappropriate focus on symptoms rather than underlying problems, fixation on cost instead of value, and neglect of demand response in electricity markets."
How To Reduce Electricity Costs – Part 2,Michael Williams,08-10-2018 02:22:00 PM,Concerns of Energy Users,"The summary of the news ""How To Reduce Electricity Costs – Part 2"" posted at 08-10-2018 02:22:00 PM is: The article discusses strategies for reducing electricity costs by moving beyond traditional fixed retail electricity contracts. It highlights alternative purchasing options, such as pool price pass-through arrangements, which can help businesses save on risk premiums included in standard contracts. Techniques like demand-side management (DSM), including load curtailment and load shifting, are suggested to manage risks associated with fluctuating wholesale market prices. The piece further explores risk management strategies including financial and physical hedging methods, offering practical ways for businesses to mitigate high electricity costs over time, especially through long-term contracts like corporate Power Purchasing Agreements (PPAs). Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. The timeframe of the event impact on the electricity market is: Ongoing strategies with long-term impacts. Its root cause is: High fixed retail pricing and associated risk premiums. Its accident scale is: Unknown. Its dates are: 08-10-2018 02:22:00 PM. Its affected region is: Unknown (though the focus is on the Australian electricity market). Its affected key users are: Businesses seeking to reduce electricity costs. Its cause type is: Economic/Market. Its causes are: High energy costs, embedded risk premiums in retail contracts, and the availability of alternative purchasing strategies."
How To Reduce Electricity Costs – Part 1,Michael Williams,02-10-2018 11:01:00 AM,Concerns of Energy Users,"The summary of the news ""How To Reduce Electricity Costs – Part 1"" posted at 02-10-2018 11:01:00 AM is: The article discusses strategies for reducing electricity costs amidst rising prices in Australia. It emphasizes energy charges, which comprise the largest portion of electricity bills, and suggests that improving energy efficiency is a more effective method of cost reduction compared to competitive retail tenders. The article highlights various energy-saving measures both at home and in business contexts, such as minimizing equipment use, enhancing process efficiency, and upgrading lighting systems. Ultimately, it argues that focusing on efficiency can lead to significant reductions in electricity expenditure. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Unknown. Its root cause is: Rising electricity prices and a need for cost reduction strategies. Its accident scale is: Unknown. Its dates are: 02-10-2018. Its affected region is: Australia. Its affected key users are: Households and businesses. Its cause type is: Economic and policy-related. Its causes are: Rising retail electricity prices and inefficient energy use practices."
Lessons from the trenches – 10 tips for new entrant generation developers,Jonathon Dyson,25-09-2018 09:35:00 AM,Energy Transition,"The summary of the news ""Lessons from the trenches – 10 tips for new entrant generation developers"" posted at 25-09-2018 09:35:00 AM is: The article outlines essential insights for new and existing participants in the National Electricity Market (NEM) as the market grows more complex with the integration of renewables and new technologies. Key themes discussed include the distinctive nature of electricity as a commodity, the importance of frequency control ancillary services (FCAS), the intricacies of dispatch and revenue management, and the necessity of sophisticated business systems. It emphasizes the importance of understanding ongoing changes in market dynamics, the need for alignment between financial models and the practical realities of power system operations, and the evolving roles of energy providers as they adapt to advancements and policy shifts. This comprehensive guide by Greenview Strategic Consulting serves as a critical resource for generators to navigate these complexities effectively. Its relevance level is: Level 3. Its category is: Energy policy. The timeframe of the event impact on the electricity_market is: Ongoing and long-term as market dynamics and policies evolve. Its root_cause is: The continuous evolution and complexity of the National Electricity Market and the integration of new energy technologies and policies. Its accident scale is: Unknown. Its dates are: 25-09-2018 09:35:00 AM. Its affected region is: Primarily the Australian National Electricity Market (NEM). Its affected key users are: New entrant generation developers and existing market participants. Its cause type is: Market and industry complexity. Its causes are: The integration of renewable energy, changes in FCAS and dispatch management, market regulatory challenges, and evolving energy technologies and policies."
WattClarity gets revamped with new content and other enhancements to provide more value to our readers,Dan Lee,24-09-2018 03:49:00 PM,Announcements,"The summary of the news ""WattClarity gets revamped with new content and other enhancements to provide more value to our readers,"" posted at 24-09-2018 03:49:00 PM, is: The news announces the launch of WattClarity's revamped website, which includes updated explanations about key energy topics, access to various widgets, and additional online resources alongside its long-standing industry commentary and analysis. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Website enhancement. Its accident scale is: Unknown. Its dates are: 24-09-2018 03:49:00 PM. Its affected region is: Unknown. Its affected key users are: Website readers and energy industry stakeholders. Its cause type is: Organizational decision. Its causes are: Website update and enhancements."
A case study in Active Management at a Semi-Scheduled plant – Tuesday 24th July 2018 at Lake Bonney 2 Wind Farm,Paul McArdle,20-09-2018 06:52:00 AM,Winter 2018 in the NEM,"The summary of the news ""A case study in Active Management at a Semi-Scheduled plant – Tuesday 24th July 2018 at Lake Bonney 2 Wind Farm"" posted at 20-09-2018 06:52:00 AM is: The article discusses the challenges and management strategies at the Lake Bonney 2 Wind Farm on July 24, 2018, when dispatch prices in the National Electricity Market (NEM) dropped to negative $1,000/MWh during several intervals, leading to reactive measures by operators to manage financial risks. The situation highlighted the importance of active management through software tools like ez2view, especially in response to constraints like the System Strength constraint and Semi-Dispatch Cap triggered by AEMO. Infigen Energy, the operator, had to navigate these negative price events and specific constraints with limited foresight due to predispatch forecasts not predicting such price drops, demonstrating a need for effective risk management strategies in semi-scheduled generation units.; Its relevance level is: Level 2 (Relevant). Its category is: market reactions. The timeframe of the event impact on the electricity_market is: Immediate, during the trading periods of July 24, 2018. Its root_cause is: Negative price events and grid constraints impacting generator operations. Its accident scale is: N/A; financial management challenge rather than a physical accident. Its dates are: 24-07-2018. Its affected region is: South Australia, specifically the southeastern area in the NEM. Its affected key users are: Infigen Energy, operators of the Lake Bonney 2 Wind Farm. Its cause type is: Market and operational constraints. Its causes are: Unforeseen dispatch price drops, activation of the System Strength constraint, and AEMO's Semi-Dispatch Cap impacting generator revenues."
Further analysis of the (very rare) double-islanding events of Saturday 25th August 2018,Paul McArdle,06-09-2018 01:33:00 PM,2018 – 25th August – double islanding,"The summary of the news ""Further analysis of the (very rare) double-islanding events of Saturday 25th August 2018,"" posted at 06-09-2018 01:33:00 PM is: The article provides an in-depth analysis of a significant double-islanding event on August 25, 2018, which saw Queensland and South Australia separated from the rest of the National Electricity Market (NEM). The event was triggered by a lightning strike that impacted transmission lines in northern New South Wales, causing the NSW-QLD and Vic-SA interconnectors to trip. This led to load shedding across several regions and resulted in South Australia and Queensland operating independently from the NEM for brief periods. The islanding caused substantial frequency disturbances, prompting price volatility and high Frequency Control Ancillary Services (FCAS) prices. Although no major generation losses occurred, there were notable operational impacts, such as unit trips and necessary rebidding by large thermal generators in Queensland. The analysis highlights the complexity involved in addressing such unplanned separations and underscores the importance of thorough investigation for system reliability improvements.; Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Timeframe of the event impact on the electricity_market is: The effects were immediate during the event, with high FCAS prices and operational impacts observed up to 14:45, when the separation was resolved. Root_cause is: Lightning strike on transmission lines between Queensland and New South Wales. Accident scale is: N/A. Dates are: 25-08-2018. Affected region is: Queensland, South Australia, New South Wales, Victoria, and Tasmania within the NEM. Affected key users are: Electric utility companies and the broader electric market participants within the affected regions. Cause type is: Natural event compounded by system responses. Causes are: Lightning strike on NSW-QLD interconnector, tripping of NSW-QLD and Vic-SA interconnectors, subsequent regional frequency and load disturbances."
My recent presentation: “Power system control or market control of a power system”,Kate Summers,28-08-2018 09:00:00 AM,Market Reform,"The summary of the news ""My recent presentation: “Power system control or market control of a power system”"" posted at 28-08-2018 09:00:00 AM is: The presentation by Kate at the University of Melbourne’s Climate and Energy College discusses the shift in power system management from a centrally planned yet distributed control system to a market-driven system with decentralized planning but centralized control. This transition raises questions about the stability of the electricity grid amidst the energy transition, particularly in market provisions for ancillary services. The understanding of these implications appears to be crucial for ongoing energy stability; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Unknown. Its root_cause is: Transition in power system management approach. Its accident scale is: Unknown. Its dates are: 15-08-2018. Its affected region is: Electricity markets influenced by the NEM. Its affected key users are: Stakeholders in the electricity market, including policy makers and energy companies. Its cause type is: System management shift. Its causes are: Decentralization of the planning and centralization of control in electricity market provisions."
