title,author,date,topic,classified_content
The collapse in Queensland renewable energy investment – the canary in the coal mine,Tristan Edis,19-12-2019 03:41:00 PM,About Carbon Emissions,"The summary of the news ""The collapse in Queensland renewable energy investment – the canary in the coal mine"" posted at 19-12-2019 03:41:00 PM is: The article discusses a significant decline in renewable energy investment in Queensland, Australia, marking a stark contrast to the earlier boom from 2016 when renewable energy commitments soared, particularly in wind and solar projects. By 2019, new commitments for utility-scale renewable projects in Queensland dried up, leading to a substantial drop in construction jobs, which is expected to fall to zero by April next year unless investment rebounds. Key factors contributing to this decline include the collapse in renewable energy certificate prices and an oversupply condition anticipated by 2022, discouraging new investments. Wholesale power prices have also stabilized, reducing incentives for new renewable developments. If no policy changes are made, other Australian states like NSW and Victoria may follow Queensland's downturn. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Long-term, impacting future investment trends and possibly leading to a similar downturn in other states. Its root_cause is: Market oversupply and falling renewable energy certificate prices. Its accident scale is: Unknown. Its dates are: 19-12-2019 03:41:00 PM. Its affected region is: Queensland, Australia. Its affected key users are: Renewable energy developers and construction workforce in the renewable sector. Its cause type is: Market and policy-related issues. Its causes are: Collapse in renewable energy certificate prices, oversupply of renewable energy projects, stabilization of wholesale power prices, and lack of policy incentives."
Sweating on the return of Loy Yang A Unit 2,Paul McArdle,17-12-2019 12:08:00 PM,Summer 2019-20 in the NEM,"The summary of the news ""Sweating on the return of Loy Yang A Unit 2"" posted at 17-12-2019 12:08:00 PM is: The article discusses challenges in the electricity market related to the delayed return of Loy Yang A Unit 2, a critical generator in Victoria, Australia, amid extreme weather forecasts. The Australian Energy Market Operator (AEMO) issued Low Reserve Condition notices due to decreased generation capacity and forecasted high temperatures which could affect grid stability. AGL Energy anticipates the unit to be operational by 19th December 2019, after unexpected delays, just in time for an expected heatwave threatening demand and supply balance in the National Electricity Market (NEM). Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather, turbine/generator failures. Timeframe of the event impact on the electricity market is: Immediate, from 16th December to 22nd December 2019, covering the return to service period of Loy Yang A Unit 2 and expected heatwave. Its root cause is: The delayed repair and return to service of Loy Yang A Unit 2 amid high temperature forecasts. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) are: 17-12-2019, 18-12-2019, 19-12-2019, 20-12-2019 (planned return to full capacity by 19th December 2019). Its affected region is: Victoria, Australia. Its affected key users are: Victorian electricity consumers and potentially the broader NEM. Its cause type is: Infrastructure repair delay, extreme weather conditions. Its causes (a summarized list of cause events) are: Loy Yang A Unit 2 turbine repairs, forecasted high temperatures, potential grid instability."
"High temperatures drive Queensland Scheduled Demand over 9,400MW",Paul McArdle,16-12-2019 03:58:00 PM,Summer 2019-20 in the NEM,"The summary of the news ""High temperatures drive Queensland Scheduled Demand over 9,400MW"" posted at 16-12-2019 03:58:00 PM is: The article discusses the impact of high temperatures on electricity demand in Queensland, which reached a peak of 9,434MW during the afternoon of December 16, 2019. This was slightly below the all-time maximum demand. There was a notable decline in temperatures later in the afternoon which helped to reduce demand, highlighting the challenges in demand forecasting. An expected rebound in demand occurred as the sun set, and low reserve conditions were also forecasted for Victoria later in the week, pending the return of the Loy Yang A2 unit. Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate and potentially extending as the weather conditions and market notices indicate further impacts. Its root_cause is: High temperatures leading to increased electricity demand. Its accident scale is: Unknown. Its dates are: 16-12-2019. Its affected region is: Queensland and potentially Victoria. Its affected key users are: Unknown. Its cause type is: Weather-related demand fluctuation. Its causes are: High temperatures leading to increased demand, temperature-induced demand fluctuation, forecasting challenges, and low reserve condition warnings due to generator outages in Victoria."
First price spike of the summer for QLD,Dan Lee,03-12-2019 11:05:00 AM,Summer 2019-20 in the NEM,"The summary of the news ""First price spike of the summer for QLD"" posted at 03-12-2019 11:05:00 AM is: On the second day of summer, Queensland experienced its first price spike with the spot price reaching $1,411.69 during the 16:40 interval on Monday afternoon. This spike occurred with a total state demand of 8,370 MW. Initial investigations suggest that intervention pricing was in effect, and the OAKEY1 unit set the price but was not dispatched. Historical data shows an upward trend in peak demand, breaking records each summer for the past four years, raising questions about whether this trend will continue this season. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its timeframe of the event impact on the electricity_market is: Immediate to short term. Its root_cause is: Increased electricity demand and intervention pricing effect. Its accident scale is: Unknown. Its dates are: 03-12-2019. Its affected region is: Queensland, Australia. Its affected key users is: Electricity consumers in Queensland. Its cause type is: Market dynamics. Its causes is: Rising electricity demand, intervention pricing mechanisms, non-dispatch of OAKEY1 unit."
New supply in the NEM – what’s happening?,Ben Willacy,02-12-2019 11:52:00 AM,Energy Transition,"The summary of the news ""New supply in the NEM – what’s happening?"" posted at 02-12-2019 11:52:00 AM is: The article discusses the status of new renewable energy supplies entering the National Electricity Market (NEM) in Australia during 2019. While there has been strong commissioning activity in 2019, the pace of new grid connections has slowed, with grid connection issues identified as a notable challenge. Despite faster construction times, particularly for solar projects, the slowdown is attributed to the scale of activity overwhelming network service providers and market operators. This has resulted in fewer energizations compared to the previous year. The commissioning process, particularly for wind projects, has seen extended durations due to the complex process of bringing individual turbines online. With a significant number of projects under construction and progress emphasized in states like Victoria and New South Wales, capacity additions are expected to occur over the next 18 months. However, the immediate impact on electricity market prices remains unexplored. Its relevance level is: Level 2 (Relevant). Its category is: Grid connections, energisations slowdown. Its timeframe of the event impact on the electricity market is: The next 18 months. Its root cause is: Grid connection problems and commissioning delays, especially in wind projects. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 02-12-2019. Its affected region is: Australia. Its affected key users are: Renewable energy developers and electricity market operators. Its cause type is: Operational and infrastructural challenges. Its causes are: Slower grid connections, overwhelming scale of grid connection activities facing network service providers, extended commissioning processes for wind projects."
"The (ongoing!) opacity of distributed, small-scale solar PV output",Paul McArdle,02-12-2019 08:34:00 AM,Areas of deeper analysis,"The summary of the news ""The (ongoing!) Opacity of Distributed, Small-Scale Solar PV Output"" posted at 02-12-2019 08:34:00 AM is: The article discusses the ongoing challenge of accurately estimating the output of distributed, small-scale solar PV in the National Electricity Market (NEM) and highlights the inaccuracies in the available estimates, which vary significantly, sometimes by 200%. This opacity is part of a larger analytical challenge as the NEM evolves, underscoring the urgent need for enhanced analytical capabilities. It details various examples and recent events where discrepancies between different estimates of rooftop solar contributions have led to confusion and potential risks in the energy sector transition. The author calls for better coordination and investment in understanding and improving estimation methods. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Ongoing. Its root_cause is: Inaccurate estimation methods for rooftop PV output. Its accident scale is: Unknown. Its dates are: 17-06-2016, 26-10-2019, 06-11-2019, 10-11-2019. Its affected region is: Australia. Its affected key users are: Energy sector stakeholders. Its cause type is: Analytical challenge and estimation discrepancies. Its causes are: Inconsistent estimation methodologies, lack of accurate data, and growing differences between industry estimates."
Exploring AEMO’s demand forecast “error” for Saturday 26th October 2019,Paul McArdle,25-11-2019 09:13:00 AM,Areas of deeper analysis,"The summary of the news ""Exploring AEMO’s demand forecast “error” for Saturday 26th October 2019"" posted at 25-11-2019 09:13:00 AM is: The article analyzes the discrepancy in the AEMO's demand forecast for South Australia on 26th October 2019, which was 200MW higher than anticipated during a period of forecasted record low demand. Several factors contributed to this discrepancy, including higher-than-expected gross consumption influenced by weather changes, such as temperature fluctuations, and increased non-scheduled energy consumption due to negative spot prices. Additionally, some registered but non-scheduled generation curtailed their production, responding to negative prices or adverse weather conditions, decreasing output when the wind faded. The article highlights the complexity of demand forecasting in the NEM due to various interdependent variables influencing market outcomes, illustrating the challenge AEMO and other market participants face in anticipating demand accurately. Its relevance level is: Level 2. Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Short-term (from 26th October to 3rd November 2019). Its root cause is: Demand forecast discrepancy due to multiple external factors. Its accident scale is: Unknown. Its dates are: 26-10-2019, followed by record low demand on 03-11-2019. Its affected region is: South Australia. Its affected key users are: Energy users with spot market contracts. Its cause type is: Forecasting errors due to external factors. Its causes are: Temperature changes, non-scheduled energy consumption increases due to negative spot prices, and generation curtailment responding to market conditions."
Summer reliability back in the headlines,Allan O'Neil,21-11-2019 08:09:00 AM,AEMO Electricity Statement of Opportunities,"The summary of the news ""Summer reliability back in the headlines"" posted at 21-11-2019 08:09:00 AM is: The article discusses the potential supply reliability challenges facing the National Electricity Market (NEM) in Australia as summer approaches. AEMO's earlier assessment highlighted potential supply shortfalls in Victoria due to major outages at Loy Yang A and Mortlake power stations. Despite significant repairs underway by AGL and Origin Energy, concerns remain about meeting reliability standards, particularly under extreme summer conditions. Additional challenges include voltage stability issues affecting solar farms in Victoria. Market prices reflect cautious optimism, though the supply-demand balance is still expected to be tight, underscoring the need for more dispatchable capacity. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: January - March 2020. Its root_cause is: Major outages at Loy Yang A and Mortlake power stations and voltage stability issues. Its accident scale is: Unknown. Its dates are: 21-11-2019 08:09:00 AM. Its affected region is: Victoria, Australia. Its affected key users are: Households and businesses relying on electricity supply in Victoria. Its cause type is: Technical and infrastructure issues. Its causes are: Outages at Loy Yang A and Mortlake power stations, and voltage stability problems in the north-western Victorian network affecting solar farms."
Let’s Talk Losses,Tom Geiser,19-11-2019 12:10:00 PM,Market Reform,"The summary of the news ""Let’s Talk Losses"" posted at 19-11-2019 12:10:00 PM is: The article discusses recent rule changes proposed by the Australian Energy Market Commission (AEMC) regarding electricity transmission losses. The AEMC rejected a proposal to shift to Average Loss Factors (ALF), aiming for dynamic marginal loss factors through the COGATI framework, which intends to enhance dispatch efficiency and locational signals. Investors argue ALF provides more financial certainty, while COGATI, perceived as complex, poses risks to investment due to volatility and unpredictable returns. The debate highlights a tension between economic efficiency and stable investment conditions, amid concerns about maintaining sufficient capacity as older generators close and new ones struggle to secure favorable terms. The AEMC's focus on aligning generation with efficient locational pricing tends to ignore on-the-ground realities investors face concerning construction locations. Ultimately, the choice of method affects the certainty of returns and location-specific generation investments, impacting market stability and future pricing. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Medium to Long-term. Its root_cause is: Disagreement on transmission loss methodologies and their implications for investment and market prices. Its accident scale is: None. Its dates are: 19-11-2019. Its affected region is: Australia, particularly the National Electricity Market (NEM) regions. Its affected key users are: Electricity generators and investors. Its cause type is: Regulatory decision-making and market reform. Its causes are: AEMC's proposed rule changes for dealing with losses via dynamic marginal loss factors, investor pushback on complexity and financial instability, and lack of consensus on balancing investment certainty and dispatch efficiency."
Generator Hedging in Australia’s National Electricity Market,Warwick Forster,19-11-2019 10:08:00 AM,Energy Literacy,"The summary of the news ""Generator Hedging in Australia’s National Electricity Market"" posted at 19-11-2019 10:08:00 AM is: The article provides a detailed exploration of how generators hedge in Australia’s National Electricity Market (NEM) to manage financial risks associated with fluctuating spot market prices. It discusses the NEM’s structure as a ""gross-pool"" energy-only market, which necessitates hedging through instruments like swap and cap contracts. Swap contracts allow generators to hedge against low spot prices, while cap contracts protect against high prices. Different types of power plants, such as baseload, peaking, and intermediate plants, have varying hedging needs based on their operational attributes and costs. The article emphasizes the importance of generators using financial contracts to achieve revenue certainty, thus reducing exposure to volatile market prices, and highlights that these hedging strategies must comply with internal risk management policies.; Its relevance level is: Level 3. Its category is: Energy policy. The timeframe of the event impact on the electricity_market is: Long-term, as it affects how generators strategize their operations and contracting to remain financially viable. The root_cause is: The inherent price volatility and risk exposure in the NEM, which prompts generators to hedge. Accident scale is: Unknown. Dates are: 19-11-2019 10:08:00 AM. Affected region is: Australia’s National Electricity Market (NEM). Affected key users are: Generators operating within the NEM. Cause type is: Market structure and financial risk management practices. Causes are: The need for generators to hedge due to NEM’s ""gross-pool"" market design and lack of capacity payments, exposure to price volatility, and revenue uncertainties."
"Probability, Consequence (and Risk) as it relates to summer 2019-20 in the NEM",Paul McArdle,18-11-2019 09:14:00 AM,Summer 2019-20 in the NEM,"The summary of the news ""Probability, Consequence (and Risk) as it relates to summer 2019-20 in the NEM"" posted at 18-11-2019 09:14:00 AM is: The news article discusses concerns over the heightened risk of supply-demand imbalance in the National Electricity Market (NEM) for the summer of 2019-20, focusing particularly on Victoria. It explains that the closure of the Hazelwood power station has left Victoria with fewer coal units, increasing the consequence of any single unit outage, even though the probability of such outages is not necessarily heightened during summer. Despite these probabilities, the system's risk level remains high due to reduced redundancy from previous generations and consequent implications for reliability and electricity prices in Victoria. The analysis suggests enhanced analytical capability is needed for effective risk management, as exemplified by past reports and the anticipated contribution of experts during summer. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its timeframe of the event impact on the electricity market is: Summer 2019-20. Its root cause is: Closure of the Hazelwood power plant and limited dispatchable capacity in Victoria. Its accident scale is: Unknown. Its dates are: 18-11-2019. Its affected region is: Victoria, Australia. Its affected key users are: Manufacturers and electricity consumers in Victoria. Its cause type is: Infrastructure capacity issue and increased consequence of unit outage. Its causes (a summarized list of cause events) are: The closure of the Hazelwood facility, the limited number of coal units available, and the failure to add new dispatchable capacity."
"Analytical challenge – recognising the separate components in Risk, and their influence",Paul McArdle,18-11-2019 09:00:00 AM,A collection of some core analytical challenges,"The summary of the news ""Analytical challenge – recognising the separate components in Risk, and their influence"" posted at 18-11-2019 09:00:00 AM is: The article discusses the rising level of risk in the National Electricity Market (NEM), due to increasing probability and consequence of risk factors. It highlights a lack of understanding among energy sector stakeholders about the components of risk, specifically probability and consequence, using a gambling analogy to illustrate these concepts. The article further delves into the impending risks associated with the 2019-2020 summer, emphasizing the importance of understanding how elevated consequences, even if probabilities remain unchanged, can result in increased risk levels for the NEM.; Its relevance level is: Level 3. Its category is: Energy policy. Timeframe of the event impact on the electricity_market is: Summer 2019-2020. Root_cause is: Confusion about risk components (probability and consequence) among stakeholders. Accident scale is: Unknown. Dates (if different from the main date; if the same, repeat the same date) is: 18-11-2019. Affected region is: National Electricity Market (implying Australia). Affected key users is: NEM stakeholders. Cause type is: Analytical confusion and market anticipation. Causes (a summarized list of cause events) is: Increasing risk due to elevated probability and consequence factors in the NEM."
"First look at South Australia islanded on Saturday evening, 16th Nov 2019",Paul McArdle,17-11-2019 03:29:00 PM,2019 - 16th November - islanding of South Australia,"The summary of the news ""First look at South Australia islanded on Saturday evening, 16th Nov 2019"" posted at 17-11-2019 03:29:00 PM is: On the evening of 16th November 2019, the Heywood interconnector experienced a trip, isolating South Australia from the eastern regions of the National Electricity Market (NEM). This incident led to automated responses in energy dispatch prior to any participant reaction due to the timing and weekend setting. The disruption notably affected pricing and energy dispatch dynamics, including spikes in Forecasted Dispatch Prices and several Frequency Control Ancillary Services (FCAS) prices. Responses from participants were observed more significantly at 18:35, shortly after the event, with multiple energy providers adjusting bids. The Heywood interconnector was restored by 23:10 the same day; Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Short-term, lasting around 5 hours. Its root_cause is: The trip of Heywood interconnector. Its accident scale is: Regional. Its dates are: 16-11-2019. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Technical failure. Its causes are: Interconnector trip, isolation of South Australia from the NEM, automated dispatch due to isolation, pricing spikes in energy and FCAS."
Two big reasons why we’re engaging in forensic analysis of NEM events,Paul McArdle,17-11-2019 03:15:00 PM,Areas of deeper analysis,"The summary of the news ""Two big reasons why we’re engaging in forensic analysis of NEM events"" posted at 17-11-2019 03:15:00 PM is: The article discusses the motivations behind the creation and dissemination of Case Studies on the National Electricity Market (NEM) events by highlighting two primary audiences: users of the ez2view software application and readers of WattClarity. The analysis aims to provide clarity and insights about the physical market, benefiting users by making the growing complexity understandable. Investment in the software's development is ongoing, reflecting the increasing market complexity and the rise of new entrants. The publication of these studies also serves to enhance engagement with a wider audience interested in the NEM. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Exploration of complex NEM events. Its accident scale is: Unknown. Its dates are: 17-11-2019. Its affected region is: Unknown. Its affected key users are: Users of ez2view software and WattClarity readership. Its cause type is: Complexity of the electricity market. Its causes are: Growing complexity in the NEM, need for clear insights, introduction of new market entrants, development and sharing of case studies."
