title,author,date,topic,classified_content
A meteorologist’s prognosis for peak demand for summer 2015-16,Rob Davis,25-11-2015 06:16:00 AM,Summer 2015-16 in the NEM,"The summary of the news ""A meteorologist’s prognosis for peak demand for summer 2015-16"" posted at 25-11-2015 06:16:00 AM is: The article discusses the potential peak electricity demand for the summer of 2015-16 in the National Electricity Market (NEM) in Australia, influenced by one of the strongest El Niño events on record. Meteorologist Rob Davis from MetraWeather examines the correlation between average summer temperatures and peak demand during extreme heat days, using predictive data for different Australian regions, including Queensland, New South Wales, Victoria, and South Australia. Each region's likelihood of peak temperatures is assessed using historical temperature data and MetraWeather's seasonal forecast, providing insights for predicting electricity demand. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Summer 2015-16. Its root_cause is: Weather condition forecasts associated with the El Niño event. Its accident scale is: Unknown. Its dates are: 25-11-2015 06:16:00 AM. Its affected region is: National Electricity Market areas (Queensland, New South Wales, Victoria, South Australia). Its affected key users are: Unknown. Its cause type is: Weather event forecast. Its causes are: El Niño-induced above-average temperatures, regional heat predictions."
What factors will contribute to peak demand over summer 2015-2016?,Panos Priftakis,24-11-2015 07:57:00 AM,Summer 2015-16 in the NEM,"The summary of the news ""What factors will contribute to peak demand over summer 2015-2016?"" posted at 24-11-2015 07:57:00 AM is: The article explores the factors contributing to peak electricity demand during the summer of 2015-2016 in Australia, emphasizing the impact of increased air conditioner usage during heatwaves driven by the El Niño event. It highlights that the proliferation of air conditioners, now present in 74% of Australian homes, has significantly raised electricity demand during hot periods, particularly in South Australia and Victoria, where consecutive days of high temperatures strain the electricity network. The rising adoption of rooftop solar systems reduces daytime demand, shifting peak demand later into the evening as the sun sets. Industrial demand declines due to large industrial facility closures, while population growth and evolving LNG projects are pertinent to demand changes. The Australian Bureau of Meteorology predicts a significant El Niño with higher maximum temperatures, likely causing high peak demand this summer, especially on hot weekdays in regions like Brisbane. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its timeframe of the event impact on the electricity_market is: Summer 2015-2016. Its root_cause is: Increased air conditioner usage due to significant heatwave events during an El Niño period. Its accident scale is: N/A. Its dates are: 24-11-2015 to the end of summer 2015-2016. Its affected region is: Australia, with prominent impacts in South Australia, Victoria, New South Wales, Queensland. Its affected key users are: Residential and commercial users, particularly those with high air conditioning usage. Its cause type is: Weather-induced demand increase. Its causes are: Heatwaves during El Niño, high ownership and usage of air conditioners, reduction in industrial demand from facility closures, increase in rooftop solar generation, expected population growth, and infrastructure projects affecting base consumption."
Hot weather pushes NEM-wide demand higher than the peak for summer 2014-15 (and we’re not even in summer yet…),Paul McArdle,19-11-2015 04:13:00 PM,Spring 2015 in the NEM,"The summary of the news ""Hot weather pushes NEM-wide demand higher than the peak for summer 2014-15 (and we’re not even in summer yet…)"" posted at 19-11-2015 04:13:00 PM is: The news reports that the NEM-wide electricity demand climbed to almost 30,000MW due to high temperatures, surpassing the peak demand seen in the summer of 2014-15. This surge in demand is significant as we are not yet in the summer season. The increase in demand, notably in regions like NSW and QLD, is oriented towards challenging forecasters participating in the peak demand competition for the upcoming summer 2015-16, which closes on November 27, 2015. Its relevance level is: Level 1. Its category is: Extreme weather. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: High temperatures. Its accident scale is: N/A. Its dates are: 19-11-2015. Its affected region is: New South Wales (NSW) and Queensland (QLD) within the NEM. Its affected key users are: Unknown. Its cause type is: Natural. Its causes are: High temperatures leading to increased electricity demand."
Summer 2015-16 in the NEM,Paul McArdle,05-11-2015 04:46:00 PM,Uncategorized,"The summary of the news ""Summer 2015-16 in the NEM"" posted at 05-11-2015 04:46:00 PM is: The article discusses various aspects of the National Electricity Market (NEM) during the summer of 2015-16 without specifying particular events or incidents; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates are: 05-11-2015. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Unknown. Its causes are: Unknown."
It wasn’t the horse race that led the large drop in load in NSW coincident with the race,Paul McArdle,05-11-2015 04:34:00 PM,Spring 2015 in the NEM,"The summary of the news ""It wasn’t the horse race that led the large drop in load in NSW coincident with the race"" posted at 05-11-2015 04:34:00 PM is: The article discusses a significant drop in electricity demand in New South Wales (NSW) that coincided with the Melbourne Cup race. It clarifies that despite widespread speculation on social media, the drop in demand was not caused by the race itself. The coincidental timing led to this misconception. Its relevance level is: Level 3 (Less Relevant). Its category is: Residential satisfaction. Its timeframe of the event impact on the electricity_market is: Short-term, limited to the time of the race. Its root_cause is: Misunderstanding/speculation about coincidental timing. Its accident scale is: None. Its dates are: 05-11-2015. Its affected region is: New South Wales (NSW). Its affected key users are: Residential consumers. Its cause type is: Speculative/social media-driven. Its causes are: Large drop in electricity demand coinciding with the Melbourne Cup race, leading to incorrect assumptions about the cause."
If your horse did not come in today – here’s a better chance to win a BBQ (and possibly* a bottle of Grange),Paul McArdle,03-11-2015 11:59:00 AM,Who's the best demand forecaster in the NEM?,"The summary of the news ""If your horse did not come in today – here’s a better chance to win a BBQ (and possibly* a bottle of Grange)"" posted at 03-11-2015 11:59:00 AM is: The article talks about a prediction competition related to the Australian National Electricity Market (NEM) where participants can win a BBQ and possibly a bottle of Grange by accurately forecasting peak electricity demand for the summer of 2015-16. It involves predicting demand peaks for various regions involved in the NEM, including the possibility of precision forecasting wind farm output. This competition is open to people working in or around the NEM except employees from the organizing company, aiming to foster engagement and analysis regarding electricity market trends. The competition utilizes an extended definition of ""summer"" to include the entire first quarter of 2016. Its relevance level is: Level 3. Its category is: Energy policy. The Timeframe of the event impact on the electricity_market is: December 1, 2015, to March 31, 2016. Its root_cause is: Engaging stakeholders to forecast electricity demand. Its accident scale is: Unknown. Its dates are: November 3, 2015, for entry to open and December 1, 2015, to March 31, 2016, as the timeframe for the forecasting. Its affected region is: The entire Australian National Electricity Market (NEM) domain. Its affected key users are: Energy sector stakeholders and forecasters participating in the competition. Its cause type is: Market engagement initiative. Its causes are: A prediction competition to engage industry stakeholders in forecasting electricity demand and peak wind production for the NEM market segments in the summer period."
What role might Demand Response play in a (possible) future grid featuring high levels of intermittency?,Paul McArdle,26-10-2015 01:40:00 PM,Areas of deeper analysis,"The summary of the news ""What role might Demand Response play in a (possible) future grid featuring high levels of intermittency?"" posted at 26-10-2015 01:40:00 PM is: The article discusses the potential role of Demand Response in a future electricity grid characterized by high levels of intermittency. It highlights three main topics: an introduction to Demand Response, a vision of a future grid with high intermittency, and the possible roles of Demand Response in such a grid. The presentation also emphasizes the speaker's long-term advocacy for Demand Response in Australia's National Electricity Market and the development of a resource to explore its various forms. While detailed exploration of Demand Response's role was limited by time, the article invites ongoing discussion on the topic. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Exploration of future grid scenarios with high intermittency. Its accident scale is: Unknown. Its dates are: 26-10-2015. Its affected region is: Australia’s National Electricity Market. Its affected key users are: Large energy users. Its cause type is: Hypothetical exploration/analysis. Its causes are: Future grid intermittency and role of Demand Response."
"Ramp rates, for “Unserved Demand” much higher in this future world",Paul McArdle,05-10-2015 03:35:00 PM,Areas of deeper analysis,"The summary of the news ""Ramp rates, for 'Unserved Demand' much higher in this future world"" posted at 05-10-2015 03:35:00 PM is: The article discusses potential challenges and possible solutions for electricity demand management in a future scenario highly dependent on intermittent renewable energy sources like wind and solar. It highlights the expected higher ramp rates and demand curve changes necessitating enhanced technologies such as storage, demand response, and more controllable generation forms to maintain grid stability and meet peak demand. The article also notes the potential accelerated retirement of the existing fleet of thermal assets due to these dynamic demands.; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Long-term, with implications projected as more renewables are integrated into the grid. Its root_cause is: Transition to a high-renewable energy world with increased intermittent supply. Its accident scale is: Unknown. Its dates are: 05-10-2015 03:35:00 PM. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Hypothetical analysis for future scenarios. Its causes are: Increased dependence on renewable energy sources, challenges in maintaining grid stability due to higher demand variability, need for investments in storage and demand response technologies, and retirement of outdated thermal generation assets."
"Considerable spillage, in the high intermittency “10x” scenario",Paul McArdle,25-09-2015 08:18:00 AM,Areas of deeper analysis,"The summary of the news ""Considerable spillage, in the high intermittency “10x” scenario"" posted at 25-09-2015 08:18:00 AM is: The article delves into the challenges faced by the Australian National Electricity Market (NEM) in handling a hypothetical scenario involving a tenfold increase in intermittent generation capacity, specifically solar and wind. This creates significant surplus energy during peak generation times, resulting in energy spillage and economic challenges for existing intermittent sources, as they're paid based on volume generated. Consequently, this paradigmatic shift would necessitate increased peaking capacity and demand response strategies while reevaluating baseload and peaking categorizations. The scenario underscores the need for policy adjustments and diverse technological advancements to simulate the intermittent nature of supply in the future electricity landscape.; Its relevance level is: Level 2. Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Future (Hypothetical scenario discussed). Its root_cause is: Hypothetical increase in renewable energy capacity leading to spillage and economic imbalance. Its accident scale is: Unknown. Its dates are: 25-09-2015. Its affected region is: Australian National Electricity Market (NEM). Its affected key users are: Intermittent renewable energy sources (solar and wind). Its cause type is: Hypothetical scenario planning/analysis. Its causes are: Assumed 10x increase in capacity for intermittent sources; Significant spillage due to high capacity during peak times; Economic implications due to unchanged RET payment structure."
"What would “demand” look like, in a “10x” intermittent scenario",Paul McArdle,18-09-2015 11:11:00 AM,Areas of deeper analysis,"The summary of the news ""What would “demand” look like, in a “10x” intermittent scenario,"" posted at 18-09-2015 11:11:00 AM is: The article discusses potential scenarios for the future of the National Electricity Market (NEM) with a significantly higher percentage of energy supplied by intermittent generation sources, such as wind and solar. The focus is on understanding the role of Demand Response in this future scenario. Key considerations include assumptions about demand and supply, with the hypothesis that Scheduled Demand will continue to decline as more electricity is sourced behind the meter. The analysis involves examining historical data from the 2014-15 financial year and creating scenarios to understand the impact of increased intermittent supply on aspects such as energy spillage and peak demand challenges. Future energy supply scenarios without new technology forms the basis of this exploration. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Increased penetration of intermittent generation sources in the future energy mix. Its accident scale is: Unknown. Its dates is: 18-09-2015 11:11:00 AM. Its affected region is: National Electricity Market (NEM), Australia. Its affected key users is: Unknown. Its cause type is: Hypothetical/planning scenario. Its causes is: Increased role of intermittent generation, demand response, energy spillage, peak demand challenges."
Spring 2015 in the NEM,Paul McArdle,11-09-2015 11:22:00 AM,Uncategorized,"The summary of the news ""Spring 2015 in the NEM"" posted at 11-09-2015 11:22:00 AM is: A collection of articles discussing various events and developments related to the National Electricity Market (NEM) during the spring of 2015; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Spring 2015. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates is: 11-09-2015. Its affected region is: The National Electricity Market (NEM) region. Its affected key users is: Unknown. Its cause type is: Unknown. Its causes is: Unknown."
Yin and Yang of Wind in the South Australian region of the National Electricity Market,Paul McArdle,11-09-2015 11:09:00 AM,Spring 2015 in the NEM,"The summary of the news ""Yin and Yang of Wind in the South Australian region of the National Electricity Market"" posted at 11-09-2015 11:09:00 AM is: The article discusses wind farm production in South Australia and its impact on the National Electricity Market (NEM), highlighting the complexities of electricity supply and illustrating the effects of intermittent renewable energy, such as the Merit Order Effect, on electricity prices. Using NEM-Watch, the article provides a broad overview of market conditions and the challenges of relying on simplistic views of spot price suppression. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Timeframe of the event impact on the electricity_market is: Unknown; it discusses ongoing themes without specifying precise future impacts. Its root_cause is: Unknown; the article provides an analysis rather than specific causality events. Its accident scale is: Unknown. Its dates are: 11-09-2015. Its affected region is: South Australian region of the National Electricity Market. Its affected key users are: Unknown; the article targets a broad audience including new market entrants and industry stakeholders. Its cause type is: Analysis of market complexities and informative review. Its causes are: Intermittent supply from wind farms, merit order effect, and complexities of electricity market systems."
A further look at the idiosyncrasies of wind in South Australia,Paul McArdle,31-08-2015 09:29:00 AM,Long-Term Market trends and forecasts,"The summary of the news ""A further look at the idiosyncrasies of wind in South Australia"" posted at 31-08-2015 09:29:00 AM is: The article reflects on the performance discrepancies of wind farms in South Australia versus other regions, focusing on capacity factors and resulting revenue implications due to locational factors. While some wind farms achieve high capacity factors (up to 45% in specific years), others still hover around 30%. Wind farms in South Australia face a spot revenue ""penalty"" due to the correlation of wind output and its impact on spot prices. This disparity is attributed to high wind farm output coinciding with lower regional demand, which depresses spot prices and affects profitability, particularly in comparison with larger regions where volume-weighted average prices typically exceed time-weighted averages. The article highlights the complexities and uncertainties of balancing wind energy production with market demands and the implications for future energy policy. Its relevance level is: Level 3. Its category is: Less Relevant. Its Timeframe of the event impact on the electricity_market is: Long-term. Its root_cause is: Market dynamics related to wind farm operations and pricing. Its accident scale is: Unknown. Its dates are: 31-08-2015. Its affected region is: South Australia. Its affected key users are: Wind farm operators and electricity market stakeholders in South Australia. Its cause type is: Economic and operational. Its causes are: Variance in wind farm capacity factors, high correlation of wind output impacting spot prices, and market structure factors."
Pitfalls of Demand Management for the Domestic Electricity Consumer,Mervyn Davies,17-08-2015 09:34:00 AM,Market Reform,"The summary of the news ""Pitfalls of Demand Management for the Domestic Electricity Consumer"" posted at 17-08-2015 09:34:00 AM is: The article discusses the challenges associated with home energy management systems intended to balance electricity demand by consumers. While these systems aim to reduce network capacity requirements, they may have limited effectiveness due to the broader collective demand patterns across groups of consumers. The article scrutinizes different tariff options for demand management, including Time of Use Demand, Time of Use Energy, and Controlled Load Tariffs, and concludes that each has its potential drawbacks and benefits concerning network economics and consumer convenience. The focus is on understanding that purely smoothing individual load profiles might not achieve the desired network efficiency unless it involves substantial load shifting from peak periods. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Long-term, contingent on policy adoption. Its root cause is: Inefficiencies in demand management systems and tariff structures. Its accident scale is: Unknown. Its dates are: 17-08-2015. Its affected region is: Unknown, broadly applicable to electricity markets involved in demand management practices. Its affected key users are: Domestic electricity consumers. Its cause type is: Structural with regard to energy tariff and management systems. Its causes are: The deployment of insufficiently effective home energy management systems, inappropriate tariff incentives, and the inherent complexities of customer load aggregation."
Seeking to understand the great Network Debate,Paul McArdle,12-08-2015 12:58:00 PM,Areas of deeper analysis,"The summary of the news ""Seeking to understand the great Network Debate"" posted at 12-08-2015 12:58:00 PM is: The article delves into the complexities and dynamics of the network costs within the National Electricity Market (NEM), focusing on the underlying boom/bust cycle that influences investment and returns. It highlights the increasing share of network costs in electricity pricing, the impacts of regulatory decisions on capital investments, and the challenges in maintaining a balance between growth and efficiency. The piece also discusses the implications of declining demand on existing infrastructure and the pressures on determining fair rates of return for network companies. Moreover, the article touches upon the evolving debate over cost-reflective pricing and how these changes affect stakeholders in the energy sector; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Ongoing. Its root_cause is: Growth in network costs and regulatory changes. Its accident scale is: Unknown. Its dates are: 12-08-2015 12:58:00 PM. Its affected region is: National Electricity Market (NEM), Australia. Its affected key users are: Major energy users and consumers. Its cause type is: Economic and regulatory dynamics. Its causes are: Increased network costs, regulatory capital investment decisions, declining demand, policy changes in cost-reflective pricing."
Why large energy users are concerned about last week’s machinations in South Australia,Paul McArdle,03-08-2015 02:05:00 PM,Winter 2015 in the NEM,"The summary of the news ""Why large energy users are concerned about last week’s machinations in South Australia"" posted at 03-08-2015 02:05:00 PM is: The article discusses the concerns of large industrial energy users in South Australia regarding the volatility in spot electricity prices, largely driven by fluctuating wind generation. As more wind farms have been deployed, South Australia's reliance on wind power has increased, leading to significant spot price variations between windy and calm periods. This situation is challenging for energy users, particularly those with spot market exposure, as they face high prices when the wind is not blowing and potential negative prices when it is. Additionally, high gas prices further complicate the market dynamics. The article reflects on these concerns in the context of increasing renewable energy adoption and the decline of thermal generation, raising questions about future market stability and energy generation strategies.

Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Timeframe of the event impact on the electricity_market: Short-term volatility immediate and longer-term market adjustments expected. Its root_cause is: Fluctuating wind generation and high gas prices impacting spot electricity prices. Its accident scale is: Unknown. Its dates are: 28th July 2015; other relevant activities continued until the end of the week. Its affected region is: South Australia. Its affected key users are: Large industrial energy users with spot price exposure. Its cause type is: Market and generation dynamics. Its causes are: High wind generation leading to price volatility; high gas prices; broader concerns about transitioning energy market dynamics."
Waxing and Waning of Wind this Week,Paul McArdle,28-07-2015 01:28:00 PM,Winter 2015 in the NEM,"The summary of the news ""Waxing and Waning of Wind this Week"" posted at 28-07-2015 01:28:00 PM is: The article discusses the fluctuation in wind energy production within the National Electricity Market (NEM) during a specific week, highlighting an all-time record peak of 3,378 MW on July 25th. The article also notes the impact of high gas prices ($10/GJ) and low wind production on electricity prices in South Australia, with prices averaging $250/MWh. The situation is compounded by the unavailability of the Pelican Point gas turbine. There are concerns among large energy users about the viability of their businesses due to the increasing use of renewables and the potential closure of traditional power stations. Additionally, the piece touches on the broader context of energy policy, mentioning the influence of renewables and a possible policy shift towards a 50% renewable target by 2030. Its relevance level is: Level 2. Its category is: Market reactions. The timeframe of the event impact on the electricity market is: Immediate to short-term. Its root cause is: Fluctuating wind production and high gas prices. Its accident scale is: N/A. Its dates are: Main date of impact July 25th, 2015, continuing to July 28th, 2015 for high electricity prices. Its affected region is: South Australia. Its affected key users are: Large energy users. Its cause type is: Market and production factors. Its causes are: Record high wind production, low wind production, high gas prices, unavailability of Pelican Point gas turbine."
